Restaurant_ID,Restaurant_Name,Cuisine,City,Area,Opening_Year,Average_Rating,Price_Range,Pure_Veg,Online_Since,Partner_Type,Commission_Tier,Popularity
1723,Restaurant_1723,South Indian,Ahmedabad,Area_4,2019,3.7,High,True,2020-07-08,Regular,Tier 2,1.1980345667248815
1724,Restaurant_1724,Fast Food,Gurgaon,Area_1,2016,4.4,High,False,2021-07-28,Gold,Tier 1,1.0547055218703056
1725,Restaurant_1725,Chinese,Mumbai,Area_12,2014,3.8,High,False,2020-10-25,Gold,Tier 1,1.8023470549679754
1726,Restaurant_1726,Japanese,Kolkata,Area_5,2012,3.2,Low,False,2022-06-04,Gold,Tier 1,1.0326808954379467
1727,Restaurant_1727,North Indian,Gurgaon,Area_9,2014,4.4,Medium,True,2020-06-01,Toing Partner,Tier 3,1.427729794131669
1728,Restaurant_1728,Chinese,Chennai,Area_1,2015,3.4,Medium,True,2021-01-08,Bolt Partner,Tier 1,17.399473434890737
1729,Restaurant_1729,Italian,Bangalore,Area_11,2016,3.0,Low,True,2021-05-31,Regular,Tier 2,2.3185091893674095
1730,Restaurant_1730,Thai,Hyderabad,Area_14,2013,3.4,Low,False,2020-10-14,Regular,Tier 2,1.612105418938364
1731,Restaurant_1731,Desserts,Gurgaon,Area_7,2015,4.1,Medium,False,2020-11-30,Bolt Partner,Tier 1,1.2006035834456368
1732,Restaurant_1732,Fast Food,Delhi,Area_14,2016,4.4,Low,False,2022-03-24,Bolt Partner,Tier 1,1.6305943355709631
1733,Restaurant_1733,American,Pune,Area_16,2012,3.1,Medium,False,2020-11-04,Toing Partner,Tier 3,1.454080552127777
1734,Restaurant_1734,Healthy Food,Mumbai,Area_10,2021,3.8,High,False,2020-04-27,Toing Partner,Tier 3,1.320005074169043
1735,Restaurant_1735,Continental,Hyderabad,Area_6,2022,4.1,Medium,False,2022-06-04,Toing Partner,Tier 3,1.0725505064048146
1736,Restaurant_1736,American,Hyderabad,Area_10,2010,4.4,Medium,False,2021-01-12,Gold,Tier 1,2.9696245476948904
1737,Restaurant_1737,American,Noida,Area_6,2018,4.9,High,False,2020-10-16,Bolt Partner,Tier 1,1.3481358210856955
1738,Restaurant_1738,Bakery,Chennai,Area_10,2019,3.6,High,False,2022-03-19,Regular,Tier 2,1.114295192875414
1739,Restaurant_1739,Chinese,Kolkata,Area_9,2011,4.1,Medium,False,2020-02-07,Regular,Tier 2,1.2576470967425755
1740,Restaurant_1740,Street Food,Hyderabad,Area_10,2023,3.1,High,False,2022-06-03,Bolt Partner,Tier 1,1.3064695083854712
1741,Restaurant_1741,Healthy Food,Mumbai,Area_17,2022,4.1,High,True,2020-05-10,Regular,Tier 2,2.407981574292146
1742,Restaurant_1742,Chinese,Lucknow,Area_5,2022,3.4,Medium,False,2021-03-02,Toing Partner,Tier 3,1.9375129409627485
1743,Restaurant_1743,Fast Food,Ahmedabad,Area_12,2011,4.3,High,False,2021-05-29,Bolt Partner,Tier 1,2.0820004016018463
1744,Restaurant_1744,Street Food,Pune,Area_5,2023,3.6,Medium,False,2020-05-31,Gold,Tier 1,1.0055616890962753
1745,Restaurant_1745,South Indian,Jaipur,Area_14,2022,3.2,High,False,2021-04-22,Toing Partner,Tier 3,1.3087323712796275
1746,Restaurant_1746,Fast Food,Mumbai,Area_15,2013,3.4,Low,False,2021-06-27,Bolt Partner,Tier 1,1.388546283300804
1747,Restaurant_1747,Mughlai,Delhi,Area_13,2010,3.2,Medium,False,2020-10-26,Bolt Partner,Tier 1,1.0097365141435453
1748,Restaurant_1748,Japanese,Chennai,Area_14,2023,3.0,Medium,True,2021-07-12,Bolt Partner,Tier 1,1.1623296987058391
1749,Restaurant_1749,Continental,Lucknow,Area_17,2012,4.0,High,False,2022-04-22,Gold,Tier 1,2.04247506756948
1750,Restaurant_1750,American,Delhi,Area_8,2021,3.0,High,False,2022-04-07,Gold,Tier 1,1.0765202608299431
1751,Restaurant_1751,Japanese,Delhi,Area_14,2018,3.9,Medium,False,2021-04-02,Gold,Tier 1,1.4669604259666018
1752,Restaurant_1752,Bakery,Ahmedabad,Area_12,2020,4.2,High,False,2020-12-16,Regular,Tier 2,1.128810448765218
1753,Restaurant_1753,Thai,Lucknow,Area_11,2011,3.9,High,True,2021-01-14,Bolt Partner,Tier 1,1.0061160421997475
1754,Restaurant_1754,American,Bangalore,Area_9,2022,3.3,Low,True,2022-03-19,Toing Partner,Tier 3,1.1479864341960393
1755,Restaurant_1755,South Indian,Gurgaon,Area_4,2013,3.7,Medium,False,2021-01-10,Regular,Tier 2,6.438061667932617
1756,Restaurant_1756,Italian,Pune,Area_1,2011,4.7,Low,False,2021-01-20,Bolt Partner,Tier 1,2.244710543392807
1757,Restaurant_1757,Chinese,Lucknow,Area_20,2018,4.3,High,False,2022-01-02,Regular,Tier 2,4.973748469759475
1758,Restaurant_1758,Fast Food,Delhi,Area_19,2022,4.6,High,False,2020-10-20,Bolt Partner,Tier 1,1.3973433294794753
1759,Restaurant_1759,South Indian,Gurgaon,Area_8,2019,3.5,Medium,True,2022-07-07,Gold,Tier 1,1.0598408200652398
1760,Restaurant_1760,Chinese,Mumbai,Area_3,2018,3.1,Low,False,2021-08-04,Regular,Tier 2,1.4873436423123083
1761,Restaurant_1761,Bakery,Hyderabad,Area_14,2018,3.5,Medium,False,2022-04-20,Toing Partner,Tier 3,1.3537977830881063
1762,Restaurant_1762,Italian,Chennai,Area_15,2016,4.9,Medium,False,2021-10-08,Gold,Tier 1,2.5347510920956315
1763,Restaurant_1763,Bakery,Jaipur,Area_10,2012,3.0,Low,False,2020-04-09,Gold,Tier 1,1.052971490296675
1764,Restaurant_1764,South Indian,Gurgaon,Area_11,2012,3.0,High,False,2020-11-17,Bolt Partner,Tier 1,1.3978717030440004
1765,Restaurant_1765,Continental,Delhi,Area_2,2021,4.7,Low,False,2021-03-09,Regular,Tier 2,1.0846833399982003
1766,Restaurant_1766,American,Bangalore,Area_20,2018,4.9,Medium,False,2021-01-28,Toing Partner,Tier 3,1.216869159455164
1767,Restaurant_1767,Thai,Hyderabad,Area_18,2021,3.7,Low,False,2020-04-20,Gold,Tier 1,1.9512690172969156
1768,Restaurant_1768,Mexican,Gurgaon,Area_9,2014,3.0,Medium,False,2021-12-13,Gold,Tier 1,1.381471308289818
1769,Restaurant_1769,American,Hyderabad,Area_14,2018,3.0,Low,False,2020-06-13,Gold,Tier 1,1.265810904726289
1770,Restaurant_1770,South Indian,Bangalore,Area_11,2020,3.0,Medium,True,2020-12-06,Bolt Partner,Tier 1,1.2850925898113443
1771,Restaurant_1771,Desserts,Lucknow,Area_6,2018,4.0,Medium,False,2020-06-09,Regular,Tier 2,1.3601310840831684
1772,Restaurant_1772,Thai,Kolkata,Area_15,2014,4.7,Medium,False,2021-05-28,Regular,Tier 2,2.156738444105538
1773,Restaurant_1773,Mexican,Noida,Area_2,2019,4.6,Low,False,2022-01-23,Gold,Tier 1,3.044096856027331
1774,Restaurant_1774,Desserts,Mumbai,Area_20,2010,3.5,High,False,2022-02-03,Toing Partner,Tier 3,4.731673907325588
1775,Restaurant_1775,Bakery,Bangalore,Area_6,2022,4.9,Low,True,2020-03-10,Bolt Partner,Tier 1,2.166265712258525
1776,Restaurant_1776,South Indian,Gurgaon,Area_3,2021,4.8,Medium,True,2022-03-29,Gold,Tier 1,1.20860320020385
1777,Restaurant_1777,Desserts,Noida,Area_6,2020,3.4,High,False,2021-06-14,Gold,Tier 1,1.7906737887846509
1778,Restaurant_1778,Chinese,Lucknow,Area_13,2012,3.9,High,False,2021-04-02,Toing Partner,Tier 3,1.3334555712438356
1779,Restaurant_1779,North Indian,Lucknow,Area_4,2016,3.2,Medium,False,2021-05-29,Bolt Partner,Tier 1,1.158312865504521
1780,Restaurant_1780,North Indian,Gurgaon,Area_3,2017,4.9,High,True,2021-09-08,Toing Partner,Tier 3,2.5068371603940345
1781,Restaurant_1781,Fast Food,Jaipur,Area_2,2013,3.9,Medium,True,2020-11-27,Bolt Partner,Tier 1,1.0197852423086537
1782,Restaurant_1782,Thai,Gurgaon,Area_10,2018,3.9,Medium,False,2022-04-02,Regular,Tier 2,3.1905108547181715
1783,Restaurant_1783,Bakery,Chennai,Area_14,2015,4.1,Medium,False,2021-08-06,Regular,Tier 2,1.3626931069984403
1784,Restaurant_1784,Continental,Noida,Area_16,2010,3.5,Low,True,2021-02-19,Regular,Tier 2,1.6602261294766238
1785,Restaurant_1785,American,Gurgaon,Area_10,2022,3.1,High,False,2020-08-31,Bolt Partner,Tier 1,1.7133587372163717
1786,Restaurant_1786,South Indian,Jaipur,Area_10,2019,4.8,High,True,2021-12-06,Gold,Tier 1,3.0877987210453037
1787,Restaurant_1787,American,Kolkata,Area_4,2012,4.0,Low,False,2020-06-20,Gold,Tier 1,1.6590106753573077
1788,Restaurant_1788,Street Food,Pune,Area_19,2019,3.3,High,False,2021-07-26,Regular,Tier 2,1.6094184974644234
1789,Restaurant_1789,Healthy Food,Mumbai,Area_14,2010,3.6,Low,True,2020-11-05,Bolt Partner,Tier 1,1.0350902286849228
1790,Restaurant_1790,Thai,Pune,Area_4,2018,4.5,High,False,2021-05-09,Gold,Tier 1,1.4409880454807673
1791,Restaurant_1791,Thai,Lucknow,Area_17,2010,3.3,Medium,False,2020-01-15,Toing Partner,Tier 3,1.0847601328944878
1792,Restaurant_1792,South Indian,Kolkata,Area_20,2010,3.7,Low,False,2022-05-05,Toing Partner,Tier 3,1.951553963493031
1793,Restaurant_1793,American,Ahmedabad,Area_17,2018,4.6,High,False,2021-02-11,Regular,Tier 2,1.4318214373317666
1794,Restaurant_1794,Street Food,Ahmedabad,Area_12,2022,4.4,Medium,True,2022-09-11,Regular,Tier 2,1.768396446166457
1795,Restaurant_1795,Italian,Pune,Area_10,2010,4.8,Medium,False,2021-05-02,Toing Partner,Tier 3,1.021511159368894
1796,Restaurant_1796,Bakery,Hyderabad,Area_14,2022,3.8,High,False,2022-03-27,Regular,Tier 2,1.0452979530722495
1797,Restaurant_1797,Thai,Bangalore,Area_20,2015,3.6,Medium,False,2022-05-31,Bolt Partner,Tier 1,1.8775358330589875
1798,Restaurant_1798,Mexican,Ahmedabad,Area_12,2014,4.8,Medium,False,2020-04-19,Regular,Tier 2,1.0381156708609003
1799,Restaurant_1799,South Indian,Bangalore,Area_1,2023,3.2,Low,False,2021-11-21,Bolt Partner,Tier 1,1.0376530324836089
1800,Restaurant_1800,Bakery,Gurgaon,Area_9,2023,3.8,Medium,True,2022-02-27,Toing Partner,Tier 3,1.0061097790266575
1801,Restaurant_1801,American,Jaipur,Area_12,2023,4.2,High,False,2021-09-17,Toing Partner,Tier 3,4.794710078008881
1802,Restaurant_1802,North Indian,Noida,Area_9,2014,3.9,Medium,False,2022-01-10,Gold,Tier 1,1.9518312247218543
1803,Restaurant_1803,Mexican,Lucknow,Area_8,2023,4.5,Low,False,2020-02-15,Regular,Tier 2,1.2434612451924
1804,Restaurant_1804,Fast Food,Noida,Area_13,2013,4.1,Low,False,2022-06-07,Gold,Tier 1,1.1922818483067479
1805,Restaurant_1805,Mexican,Kolkata,Area_4,2021,4.3,Medium,True,2022-04-16,Toing Partner,Tier 3,1.2400642903550285
1806,Restaurant_1806,Bakery,Kolkata,Area_4,2010,4.3,High,True,2020-08-24,Regular,Tier 2,2.106563822500783
1807,Restaurant_1807,Mughlai,Kolkata,Area_16,2015,3.1,High,False,2021-08-02,Regular,Tier 2,1.7184530709947037
1808,Restaurant_1808,Thai,Delhi,Area_19,2015,4.8,Low,True,2021-07-02,Bolt Partner,Tier 1,1.1078304770364882
1809,Restaurant_1809,Fast Food,Gurgaon,Area_10,2021,3.2,Medium,True,2022-04-03,Bolt Partner,Tier 1,1.1003699492117505
1810,Restaurant_1810,Continental,Mumbai,Area_11,2023,3.8,Medium,False,2020-04-20,Bolt Partner,Tier 1,1.0531542889072805
1811,Restaurant_1811,Chinese,Ahmedabad,Area_2,2012,4.2,Low,False,2021-05-07,Bolt Partner,Tier 1,1.7157498322170721
1812,Restaurant_1812,American,Hyderabad,Area_17,2017,4.3,Medium,True,2020-11-07,Toing Partner,Tier 3,2.060094590800996
1813,Restaurant_1813,North Indian,Ahmedabad,Area_5,2019,3.1,Medium,False,2020-10-21,Regular,Tier 2,1.1664605289877805
1814,Restaurant_1814,Chinese,Gurgaon,Area_11,2015,4.2,Medium,False,2021-10-19,Bolt Partner,Tier 1,1.010639914789067
1815,Restaurant_1815,North Indian,Ahmedabad,Area_16,2019,4.8,Low,False,2021-10-15,Gold,Tier 1,1.0438047529554701
1816,Restaurant_1816,Chinese,Delhi,Area_12,2016,4.2,Medium,True,2020-02-03,Gold,Tier 1,5.577984449747878
1817,Restaurant_1817,North Indian,Noida,Area_2,2014,3.5,Low,True,2020-09-02,Toing Partner,Tier 3,1.1913585357594125
1818,Restaurant_1818,Thai,Mumbai,Area_19,2022,4.3,Medium,False,2022-03-26,Bolt Partner,Tier 1,2.081631625730729
1819,Restaurant_1819,Thai,Jaipur,Area_20,2021,4.7,Medium,False,2022-07-17,Bolt Partner,Tier 1,1.6322611346915556
1820,Restaurant_1820,Japanese,Ahmedabad,Area_14,2010,4.2,High,False,2020-11-08,Gold,Tier 1,1.2719925117538855
1821,Restaurant_1821,Healthy Food,Mumbai,Area_6,2010,3.7,High,False,2021-12-10,Toing Partner,Tier 3,1.1220293994526618
1822,Restaurant_1822,North Indian,Lucknow,Area_11,2015,3.2,Medium,False,2022-08-28,Bolt Partner,Tier 1,1.0668443064072202
1823,Restaurant_1823,Chinese,Ahmedabad,Area_5,2018,3.8,Medium,False,2020-07-23,Bolt Partner,Tier 1,1.6116730714469043
1824,Restaurant_1824,Japanese,Kolkata,Area_17,2013,3.3,Medium,True,2022-03-06,Toing Partner,Tier 3,2.106471513431786
1825,Restaurant_1825,Chinese,Kolkata,Area_9,2011,3.6,High,False,2021-11-17,Regular,Tier 2,1.6757784721156954
1826,Restaurant_1826,Mughlai,Gurgaon,Area_18,2017,4.2,High,True,2022-07-14,Toing Partner,Tier 3,1.459118977988398
1827,Restaurant_1827,Japanese,Ahmedabad,Area_2,2013,4.3,Medium,False,2022-07-12,Toing Partner,Tier 3,1.0216595282396752
1828,Restaurant_1828,Desserts,Chennai,Area_1,2013,4.1,Low,False,2020-10-29,Toing Partner,Tier 3,5.633358298157988
1829,Restaurant_1829,Desserts,Jaipur,Area_2,2018,3.8,High,False,2022-04-17,Gold,Tier 1,2.2289145641085093
1830,Restaurant_1830,Continental,Kolkata,Area_16,2017,3.7,Low,False,2021-09-12,Regular,Tier 2,1.18914726273831
1831,Restaurant_1831,South Indian,Pune,Area_8,2013,4.0,High,False,2020-06-19,Toing Partner,Tier 3,7.065828562701182
1832,Restaurant_1832,Italian,Lucknow,Area_20,2013,4.5,Medium,False,2022-01-02,Regular,Tier 2,1.5848708196897094
1833,Restaurant_1833,Japanese,Ahmedabad,Area_13,2011,3.5,High,True,2021-02-27,Gold,Tier 1,1.547503134380567
1834,Restaurant_1834,Fast Food,Hyderabad,Area_10,2020,3.7,Low,False,2021-01-01,Toing Partner,Tier 3,1.9923369851412278
1835,Restaurant_1835,Healthy Food,Noida,Area_20,2018,3.1,Medium,False,2022-02-04,Regular,Tier 2,2.304917230027142
1836,Restaurant_1836,Street Food,Kolkata,Area_10,2011,3.3,Low,False,2020-05-14,Regular,Tier 2,1.7061731614830176
1837,Restaurant_1837,Continental,Hyderabad,Area_18,2015,4.4,Low,False,2022-01-22,Regular,Tier 2,1.0709411389483565
1838,Restaurant_1838,American,Hyderabad,Area_8,2019,3.3,Low,False,2021-10-12,Toing Partner,Tier 3,1.2293025132653554
1839,Restaurant_1839,Healthy Food,Bangalore,Area_19,2023,4.2,Low,True,2021-02-08,Bolt Partner,Tier 1,3.7289464967493315
1840,Restaurant_1840,Street Food,Pune,Area_10,2020,4.3,Medium,False,2022-06-01,Regular,Tier 2,1.1356420728501806
1841,Restaurant_1841,Thai,Gurgaon,Area_8,2010,3.8,Low,False,2020-11-02,Gold,Tier 1,1.262054002876595
1842,Restaurant_1842,Street Food,Kolkata,Area_14,2012,4.6,Low,True,2021-06-01,Gold,Tier 1,1.3269520404450166
1843,Restaurant_1843,Chinese,Lucknow,Area_18,2021,3.7,Low,True,2022-01-21,Gold,Tier 1,1.3355968498232356
1844,Restaurant_1844,Italian,Bangalore,Area_2,2012,4.4,Medium,True,2021-11-11,Bolt Partner,Tier 1,1.6073506109499458
1845,Restaurant_1845,Italian,Jaipur,Area_3,2020,3.8,Medium,False,2022-04-28,Regular,Tier 2,4.1913282643267085
1846,Restaurant_1846,Japanese,Hyderabad,Area_17,2015,3.9,Medium,False,2020-03-30,Gold,Tier 1,1.1476017868283859
1847,Restaurant_1847,South Indian,Gurgaon,Area_16,2011,3.8,Medium,False,2020-01-05,Toing Partner,Tier 3,1.066914106418017
1848,Restaurant_1848,South Indian,Noida,Area_8,2020,3.1,Low,False,2020-06-13,Bolt Partner,Tier 1,1.116270620384652
1849,Restaurant_1849,Mexican,Delhi,Area_20,2013,4.5,High,False,2022-05-23,Gold,Tier 1,2.973832546246112
1850,Restaurant_1850,Healthy Food,Gurgaon,Area_14,2016,3.5,High,False,2022-08-19,Bolt Partner,Tier 1,1.6802826789458427
1851,Restaurant_1851,Desserts,Bangalore,Area_11,2011,4.2,Low,False,2022-03-01,Gold,Tier 1,1.1833754301244555
1852,Restaurant_1852,Thai,Lucknow,Area_16,2019,3.5,Low,True,2021-08-17,Bolt Partner,Tier 1,2.3309259542425296
1853,Restaurant_1853,Continental,Mumbai,Area_12,2010,3.9,Low,False,2021-09-18,Regular,Tier 2,2.6857858577825144
1854,Restaurant_1854,Bakery,Delhi,Area_13,2019,3.2,Low,False,2022-07-05,Bolt Partner,Tier 1,2.552502023964465
1855,Restaurant_1855,Thai,Noida,Area_8,2011,3.4,Low,False,2020-09-17,Gold,Tier 1,3.5120495050241387
1856,Restaurant_1856,Healthy Food,Delhi,Area_8,2020,3.8,High,False,2020-02-26,Bolt Partner,Tier 1,1.156429552234247
1857,Restaurant_1857,Continental,Jaipur,Area_14,2016,4.3,High,False,2021-10-23,Regular,Tier 2,2.020477986520133
1858,Restaurant_1858,South Indian,Chennai,Area_4,2017,4.1,High,False,2020-10-29,Gold,Tier 1,1.3615079250346132
1859,Restaurant_1859,American,Hyderabad,Area_15,2020,3.5,Medium,True,2021-05-26,Toing Partner,Tier 3,2.5157615063257244
1860,Restaurant_1860,Fast Food,Lucknow,Area_8,2023,4.1,High,True,2021-02-02,Gold,Tier 1,1.9191442834081738
1861,Restaurant_1861,Desserts,Chennai,Area_1,2019,3.3,Medium,False,2020-02-07,Gold,Tier 1,2.1149990787792845
1862,Restaurant_1862,Japanese,Mumbai,Area_19,2018,3.0,High,False,2021-12-27,Gold,Tier 1,1.7053870526801331
1863,Restaurant_1863,Mexican,Mumbai,Area_7,2018,4.3,Medium,False,2021-05-24,Toing Partner,Tier 3,1.1025879504544807
1864,Restaurant_1864,Healthy Food,Noida,Area_15,2011,3.6,Low,False,2020-11-09,Gold,Tier 1,1.4825424893648012
1865,Restaurant_1865,Mexican,Delhi,Area_5,2019,3.9,High,False,2020-07-31,Regular,Tier 2,8.076537855749057
1866,Restaurant_1866,Healthy Food,Jaipur,Area_11,2011,4.5,Medium,False,2021-03-14,Bolt Partner,Tier 1,3.9964229319164954
1867,Restaurant_1867,Fast Food,Jaipur,Area_17,2011,3.4,High,False,2020-05-21,Toing Partner,Tier 3,1.0223119939781184
1868,Restaurant_1868,Street Food,Gurgaon,Area_16,2017,3.5,Medium,True,2020-12-26,Bolt Partner,Tier 1,1.094229979223269
1869,Restaurant_1869,Mexican,Mumbai,Area_3,2021,3.5,Medium,True,2021-06-02,Toing Partner,Tier 3,1.0731793201793693
1870,Restaurant_1870,Chinese,Lucknow,Area_2,2012,4.7,High,True,2022-06-29,Regular,Tier 2,1.9103317671065072
1871,Restaurant_1871,South Indian,Mumbai,Area_11,2016,4.6,Medium,False,2020-12-17,Toing Partner,Tier 3,2.3426549737230573
1872,Restaurant_1872,Thai,Hyderabad,Area_12,2011,4.7,High,False,2022-05-01,Regular,Tier 2,1.127596644174035
1873,Restaurant_1873,Italian,Noida,Area_17,2021,3.0,High,False,2020-05-06,Regular,Tier 2,1.4225638999949437
1874,Restaurant_1874,Desserts,Noida,Area_6,2018,3.0,High,False,2020-12-09,Bolt Partner,Tier 1,2.5055105727844733
1875,Restaurant_1875,Italian,Noida,Area_14,2019,3.6,High,False,2021-01-21,Toing Partner,Tier 3,1.9345636735003717
1876,Restaurant_1876,Mexican,Jaipur,Area_10,2011,3.9,Medium,False,2022-07-17,Toing Partner,Tier 3,1.4780181055383075
1877,Restaurant_1877,Japanese,Bangalore,Area_3,2010,4.0,Low,False,2021-03-18,Gold,Tier 1,1.5624002370234162
1878,Restaurant_1878,Mexican,Noida,Area_18,2019,3.5,Medium,False,2021-12-16,Toing Partner,Tier 3,1.426187535668518
1879,Restaurant_1879,South Indian,Bangalore,Area_6,2011,4.4,Medium,True,2022-01-07,Bolt Partner,Tier 1,1.1931411186345668
1880,Restaurant_1880,Street Food,Gurgaon,Area_14,2021,4.4,Medium,False,2022-09-01,Regular,Tier 2,1.516234416756953
1881,Restaurant_1881,Chinese,Hyderabad,Area_20,2021,4.8,High,False,2020-10-10,Toing Partner,Tier 3,1.7928325791361852
1882,Restaurant_1882,Desserts,Noida,Area_15,2014,3.1,Medium,True,2022-01-30,Toing Partner,Tier 3,2.8096419001443262
1883,Restaurant_1883,Mexican,Gurgaon,Area_4,2018,3.4,Low,False,2020-03-13,Gold,Tier 1,1.6581476029306916
1884,Restaurant_1884,Thai,Chennai,Area_15,2014,4.7,High,True,2020-12-27,Toing Partner,Tier 3,2.0460276667378277
1885,Restaurant_1885,Fast Food,Hyderabad,Area_2,2012,3.4,High,True,2020-08-14,Toing Partner,Tier 3,1.0911359780506353
1886,Restaurant_1886,Bakery,Jaipur,Area_16,2022,4.4,Low,True,2022-09-11,Bolt Partner,Tier 1,1.3627943478375792
1887,Restaurant_1887,Bakery,Noida,Area_4,2012,4.0,Low,True,2020-06-17,Bolt Partner,Tier 1,1.0046987206119127
1888,Restaurant_1888,Mughlai,Noida,Area_9,2014,3.2,High,False,2022-09-22,Gold,Tier 1,1.1521523867368113
1889,Restaurant_1889,Street Food,Jaipur,Area_8,2010,3.2,Low,False,2020-04-26,Toing Partner,Tier 3,1.9120134379205627
1890,Restaurant_1890,Thai,Delhi,Area_11,2021,3.3,Medium,False,2022-03-28,Gold,Tier 1,11.049859582788528
1891,Restaurant_1891,Mughlai,Jaipur,Area_8,2018,4.1,Medium,False,2022-03-07,Toing Partner,Tier 3,1.0536115721828647
1892,Restaurant_1892,South Indian,Ahmedabad,Area_14,2012,4.3,Medium,False,2022-02-25,Bolt Partner,Tier 1,1.2926050857628681
1893,Restaurant_1893,Japanese,Noida,Area_12,2012,3.1,Low,False,2022-08-19,Regular,Tier 2,2.2364648102020293
1894,Restaurant_1894,Fast Food,Hyderabad,Area_16,2012,4.0,Low,True,2021-04-23,Gold,Tier 1,1.120864688379322
1895,Restaurant_1895,Japanese,Delhi,Area_20,2022,4.8,Low,False,2021-01-16,Regular,Tier 2,1.4992064820627564
1896,Restaurant_1896,Fast Food,Mumbai,Area_3,2020,3.2,Low,True,2022-01-01,Bolt Partner,Tier 1,1.9355409367388852
1897,Restaurant_1897,South Indian,Ahmedabad,Area_16,2014,4.4,Medium,True,2020-08-26,Toing Partner,Tier 3,1.613712489468629
1898,Restaurant_1898,South Indian,Chennai,Area_5,2022,4.5,Medium,False,2021-05-26,Bolt Partner,Tier 1,1.1097588065500827
1899,Restaurant_1899,Continental,Pune,Area_9,2020,4.1,High,False,2021-04-12,Bolt Partner,Tier 1,1.2455169757094957
1900,Restaurant_1900,Mughlai,Chennai,Area_18,2020,3.2,High,True,2022-04-02,Regular,Tier 2,2.1506211071085763
1901,Restaurant_1901,Street Food,Noida,Area_13,2019,3.1,High,False,2021-07-04,Toing Partner,Tier 3,1.497762260056828
1902,Restaurant_1902,Continental,Lucknow,Area_15,2021,4.2,High,True,2020-05-04,Bolt Partner,Tier 1,1.0026251074936086
1903,Restaurant_1903,Bakery,Lucknow,Area_8,2023,4.2,Low,False,2021-04-19,Gold,Tier 1,2.045467834819596
1904,Restaurant_1904,Chinese,Hyderabad,Area_18,2018,4.5,High,True,2020-06-28,Regular,Tier 2,1.0181374601767041
1905,Restaurant_1905,Japanese,Ahmedabad,Area_12,2023,3.9,Low,False,2021-12-04,Gold,Tier 1,1.9831504780075144
1906,Restaurant_1906,North Indian,Hyderabad,Area_14,2013,4.9,Low,False,2022-04-10,Gold,Tier 1,1.1197713742390856
1907,Restaurant_1907,Healthy Food,Pune,Area_10,2019,3.6,Low,True,2022-07-15,Bolt Partner,Tier 1,4.883774381658952
1908,Restaurant_1908,Japanese,Ahmedabad,Area_13,2019,4.8,High,False,2020-02-22,Regular,Tier 2,1.2578275555773926
1909,Restaurant_1909,Mughlai,Mumbai,Area_7,2015,3.3,Medium,True,2022-09-20,Bolt Partner,Tier 1,1.2189065326779565
1910,Restaurant_1910,Continental,Noida,Area_13,2023,4.0,Low,True,2020-10-25,Bolt Partner,Tier 1,1.0839435263178334
1911,Restaurant_1911,American,Gurgaon,Area_1,2022,3.6,High,False,2020-06-15,Bolt Partner,Tier 1,1.2000420443931061
1912,Restaurant_1912,Mughlai,Lucknow,Area_18,2021,3.6,High,False,2020-06-28,Gold,Tier 1,2.8472904025249735
1913,Restaurant_1913,Mexican,Ahmedabad,Area_10,2014,3.1,Medium,True,2021-04-06,Regular,Tier 2,16.516718582705277
1914,Restaurant_1914,Thai,Gurgaon,Area_11,2014,3.2,Medium,True,2020-03-21,Toing Partner,Tier 3,1.2581946601861194
1915,Restaurant_1915,Fast Food,Hyderabad,Area_6,2010,3.9,Medium,True,2022-05-10,Bolt Partner,Tier 1,1.3466998313680218
1916,Restaurant_1916,Chinese,Kolkata,Area_18,2020,3.2,Low,False,2021-03-21,Regular,Tier 2,1.8968501328084204
1917,Restaurant_1917,South Indian,Ahmedabad,Area_15,2015,3.0,Low,False,2021-02-02,Gold,Tier 1,2.964290878402333
1918,Restaurant_1918,Continental,Mumbai,Area_12,2011,4.7,Low,False,2021-12-06,Regular,Tier 2,1.5675682203610166
1919,Restaurant_1919,Mexican,Ahmedabad,Area_20,2013,3.6,Low,False,2021-12-18,Regular,Tier 2,1.2819730029404663
1920,Restaurant_1920,Mexican,Kolkata,Area_2,2019,5.0,Low,False,2021-12-13,Regular,Tier 2,1.3047914526100504
1921,Restaurant_1921,Mughlai,Pune,Area_6,2016,3.8,High,False,2021-06-25,Regular,Tier 2,1.8125526115326673
1922,Restaurant_1922,South Indian,Jaipur,Area_6,2011,3.3,Medium,False,2020-11-21,Bolt Partner,Tier 1,1.0016130262056249
1923,Restaurant_1923,American,Ahmedabad,Area_18,2010,3.2,High,True,2020-06-08,Regular,Tier 2,1.6213383650689444
1924,Restaurant_1924,Fast Food,Bangalore,Area_12,2020,3.1,High,False,2022-08-10,Regular,Tier 2,1.2456217537559462
1925,Restaurant_1925,South Indian,Noida,Area_12,2023,3.1,Medium,False,2021-06-18,Regular,Tier 2,2.2043192786171018
1926,Restaurant_1926,Fast Food,Noida,Area_19,2014,3.3,High,False,2021-04-05,Regular,Tier 2,1.0500116449063437
1927,Restaurant_1927,North Indian,Noida,Area_19,2010,4.5,High,False,2022-07-08,Bolt Partner,Tier 1,1.5583249504830692
1928,Restaurant_1928,Mughlai,Jaipur,Area_19,2017,4.5,Low,True,2022-05-06,Bolt Partner,Tier 1,1.3880495786661653
