Menu_ID,Restaurant_ID,Item_Name,Category,Cuisine,Veg_NonVeg,Calories,Cost_Price,Selling_Price
24859,2439,Item_24859,Appetizer,Japanese,Non-Veg,161,308.74,492.16
24860,2439,Item_24860,Appetizer,Japanese,Non-Veg,808,389.94,626.75
24861,2439,Item_24861,Appetizer,Japanese,Non-Veg,875,165.68,416.09
24862,2439,Item_24862,Appetizer,Japanese,Non-Veg,261,476.04,1328.11
24863,2439,Item_24863,Snacks,Japanese,Non-Veg,566,121.55,263.58
24864,2439,Item_24864,Snacks,Japanese,Veg,934,151.59,310.31
24865,2440,Item_24865,Appetizer,South Indian,Non-Veg,352,66.69,178.58
24866,2440,Item_24866,Beverage,South Indian,Veg,580,274.5,495.44
24867,2440,Item_24867,Main Course,South Indian,Veg,347,322.37,501.72
24868,2440,Item_24868,Beverage,South Indian,Veg,572,137.57,236.69
24869,2440,Item_24869,Main Course,South Indian,Non-Veg,216,83.78,156.04
24870,2440,Item_24870,Snacks,South Indian,Non-Veg,639,141.8,261.78
24871,2440,Item_24871,Main Course,South Indian,Non-Veg,848,135.35,386.12
24872,2440,Item_24872,Main Course,South Indian,Veg,931,389.32,904.97
24873,2440,Item_24873,Beverage,South Indian,Non-Veg,113,95.56,175.24
24874,2441,Item_24874,Snacks,Chinese,Veg,969,464.2,1122.54
24875,2441,Item_24875,Snacks,Chinese,Non-Veg,192,342.85,728.15
24876,2441,Item_24876,Dessert,Chinese,Non-Veg,886,465.48,944.63
24877,2441,Item_24877,Main Course,Chinese,Veg,781,247.79,652.25
24878,2441,Item_24878,Snacks,Chinese,Veg,983,480.3,977.68
24879,2441,Item_24879,Beverage,Chinese,Non-Veg,167,210.53,593.42
24880,2441,Item_24880,Main Course,Chinese,Veg,482,422.19,655.9
24881,2441,Item_24881,Main Course,Chinese,Non-Veg,733,326.23,920.65
24882,2441,Item_24882,Dessert,Chinese,Veg,561,366.87,822.8
24883,2441,Item_24883,Snacks,Chinese,Veg,439,65.06,148.46
24884,2441,Item_24884,Appetizer,Chinese,Non-Veg,214,140.96,268.65
24885,2441,Item_24885,Main Course,Chinese,Non-Veg,449,120.93,343.81
24886,2441,Item_24886,Dessert,Chinese,Veg,982,108.79,242.17
24887,2441,Item_24887,Dessert,Chinese,Veg,922,203.93,323.08
24888,2441,Item_24888,Main Course,Chinese,Non-Veg,929,431.8,911.83
24889,2442,Item_24889,Appetizer,Continental,Veg,659,161.1,466.53
24890,2442,Item_24890,Beverage,Continental,Non-Veg,422,72.62,206.8
24891,2442,Item_24891,Dessert,Continental,Non-Veg,755,72.47,153.78
24892,2442,Item_24892,Beverage,Continental,Non-Veg,678,219.64,504.53
24893,2442,Item_24893,Appetizer,Continental,Veg,152,477.86,1036.66
24894,2442,Item_24894,Beverage,Continental,Veg,574,380.79,946.71
24895,2442,Item_24895,Beverage,Continental,Non-Veg,979,298.81,580.27
24896,2442,Item_24896,Dessert,Continental,Non-Veg,238,308.52,921.29
24897,2442,Item_24897,Snacks,Continental,Veg,365,139.5,371.26
24898,2442,Item_24898,Dessert,Continental,Veg,132,378.27,895.82
24899,2442,Item_24899,Appetizer,Continental,Veg,170,189.38,410.68
24900,2443,Item_24900,Appetizer,Chinese,Veg,245,219.54,519.93
24901,2443,Item_24901,Snacks,Chinese,Veg,648,115.25,291.87
24902,2443,Item_24902,Snacks,Chinese,Veg,212,326.53,796.96
24903,2443,Item_24903,Dessert,Chinese,Non-Veg,822,212.54,483.34
24904,2443,Item_24904,Appetizer,Chinese,Non-Veg,213,321.45,499.5
24905,2443,Item_24905,Main Course,Chinese,Veg,542,239.35,662.59
24906,2443,Item_24906,Main Course,Chinese,Non-Veg,544,491.74,1040.65
24907,2443,Item_24907,Beverage,Chinese,Non-Veg,731,338.0,683.78
24908,2443,Item_24908,Main Course,Chinese,Veg,857,66.37,149.46
24909,2443,Item_24909,Main Course,Chinese,Non-Veg,308,390.2,597.31
24910,2443,Item_24910,Main Course,Chinese,Veg,170,260.15,761.45
24911,2443,Item_24911,Dessert,Chinese,Non-Veg,731,299.83,546.53
24912,2443,Item_24912,Main Course,Chinese,Non-Veg,923,290.85,578.58
24913,2443,Item_24913,Beverage,Chinese,Veg,502,110.44,263.28
24914,2443,Item_24914,Snacks,Chinese,Non-Veg,790,184.65,361.1
24915,2444,Item_24915,Main Course,North Indian,Veg,592,346.01,892.12
24916,2444,Item_24916,Snacks,North Indian,Veg,492,289.57,437.89
24917,2444,Item_24917,Beverage,North Indian,Non-Veg,117,467.78,1073.13
24918,2444,Item_24918,Main Course,North Indian,Non-Veg,770,231.9,651.05
24919,2444,Item_24919,Beverage,North Indian,Veg,334,439.34,771.86
24920,2444,Item_24920,Beverage,North Indian,Veg,309,479.71,1178.19
24921,2444,Item_24921,Appetizer,North Indian,Veg,158,478.9,910.81
24922,2444,Item_24922,Appetizer,North Indian,Non-Veg,227,274.57,675.04
24923,2444,Item_24923,Appetizer,North Indian,Non-Veg,607,70.14,149.76
24924,2444,Item_24924,Main Course,North Indian,Non-Veg,612,187.99,290.56
24925,2444,Item_24925,Beverage,North Indian,Non-Veg,671,147.24,344.76
24926,2444,Item_24926,Dessert,North Indian,Non-Veg,826,104.16,249.03
24927,2445,Item_24927,Beverage,Mughlai,Non-Veg,934,241.41,443.76
24928,2445,Item_24928,Dessert,Mughlai,Veg,648,127.32,198.54
24929,2445,Item_24929,Dessert,Mughlai,Non-Veg,967,269.73,757.74
24930,2445,Item_24930,Snacks,Mughlai,Veg,258,151.26,374.25
24931,2445,Item_24931,Snacks,Mughlai,Veg,653,120.54,314.36
24932,2445,Item_24932,Beverage,Mughlai,Veg,551,257.11,472.95
24933,2445,Item_24933,Beverage,Mughlai,Non-Veg,359,185.16,432.79
24934,2445,Item_24934,Dessert,Mughlai,Veg,302,481.19,942.16
24935,2445,Item_24935,Appetizer,Mughlai,Veg,318,355.64,623.33
24936,2445,Item_24936,Appetizer,Mughlai,Veg,138,54.94,95.62
24937,2445,Item_24937,Appetizer,Mughlai,Veg,227,56.6,96.51
24938,2445,Item_24938,Dessert,Mughlai,Non-Veg,207,345.75,1035.22
24939,2445,Item_24939,Appetizer,Mughlai,Veg,609,419.89,813.96
24940,2445,Item_24940,Appetizer,Mughlai,Non-Veg,715,205.87,321.97
24941,2445,Item_24941,Snacks,Mughlai,Non-Veg,654,273.48,451.28
24942,2446,Item_24942,Dessert,Healthy Food,Veg,668,445.78,1319.57
24943,2446,Item_24943,Appetizer,Healthy Food,Non-Veg,179,126.68,364.62
24944,2446,Item_24944,Beverage,Healthy Food,Veg,932,136.52,307.6
24945,2446,Item_24945,Appetizer,Healthy Food,Non-Veg,820,475.39,1044.7
24946,2446,Item_24946,Beverage,Healthy Food,Non-Veg,227,202.42,551.01
24947,2446,Item_24947,Appetizer,Healthy Food,Non-Veg,971,54.02,103.97
24948,2446,Item_24948,Beverage,Healthy Food,Veg,410,278.5,733.75
24949,2446,Item_24949,Dessert,Healthy Food,Non-Veg,468,229.71,403.31
24950,2446,Item_24950,Appetizer,Healthy Food,Veg,867,453.6,1111.0
24951,2447,Item_24951,Snacks,Mughlai,Non-Veg,382,77.8,143.85
24952,2447,Item_24952,Beverage,Mughlai,Veg,132,337.08,960.93
24953,2447,Item_24953,Snacks,Mughlai,Veg,749,160.77,243.55
24954,2447,Item_24954,Beverage,Mughlai,Non-Veg,118,395.36,1020.29
24955,2447,Item_24955,Beverage,Mughlai,Veg,869,66.12,119.01
24956,2447,Item_24956,Main Course,Mughlai,Non-Veg,338,363.89,902.44
24957,2448,Item_24957,Main Course,Continental,Non-Veg,441,225.34,380.21
24958,2448,Item_24958,Snacks,Continental,Non-Veg,697,103.89,282.27
24959,2448,Item_24959,Dessert,Continental,Non-Veg,104,93.7,279.55
24960,2448,Item_24960,Snacks,Continental,Veg,732,292.84,741.91
24961,2448,Item_24961,Snacks,Continental,Veg,943,70.21,149.67
24962,2448,Item_24962,Appetizer,Continental,Veg,700,488.24,1360.05
24963,2448,Item_24963,Dessert,Continental,Veg,903,114.12,230.83
24964,2448,Item_24964,Appetizer,Continental,Veg,622,260.67,703.03
24965,2448,Item_24965,Snacks,Continental,Non-Veg,383,162.29,403.65
24966,2448,Item_24966,Beverage,Continental,Veg,343,285.12,741.24
24967,2448,Item_24967,Snacks,Continental,Non-Veg,580,410.59,1038.35
24968,2448,Item_24968,Snacks,Continental,Non-Veg,502,268.61,530.12
24969,2449,Item_24969,Beverage,Healthy Food,Non-Veg,137,329.47,618.6
24970,2449,Item_24970,Beverage,Healthy Food,Veg,178,434.9,722.86
24971,2449,Item_24971,Main Course,Healthy Food,Non-Veg,716,308.86,555.56
24972,2449,Item_24972,Main Course,Healthy Food,Non-Veg,556,378.43,1065.96
24973,2449,Item_24973,Main Course,Healthy Food,Veg,850,239.08,592.56
24974,2449,Item_24974,Dessert,Healthy Food,Veg,451,266.3,400.24
24975,2449,Item_24975,Dessert,Healthy Food,Non-Veg,549,53.65,108.31
24976,2450,Item_24976,Snacks,Thai,Non-Veg,934,341.68,625.3
24977,2450,Item_24977,Main Course,Thai,Non-Veg,622,220.81,435.34
24978,2450,Item_24978,Snacks,Thai,Non-Veg,466,376.53,586.66
24979,2450,Item_24979,Beverage,Thai,Non-Veg,136,93.31,228.81
24980,2450,Item_24980,Main Course,Thai,Non-Veg,425,163.4,315.56
24981,2450,Item_24981,Beverage,Thai,Non-Veg,530,416.77,1097.59
24982,2450,Item_24982,Main Course,Thai,Veg,911,51.13,96.26
24983,2450,Item_24983,Dessert,Thai,Non-Veg,119,491.04,1029.4
24984,2450,Item_24984,Dessert,Thai,Veg,814,290.42,652.02
24985,2450,Item_24985,Dessert,Thai,Non-Veg,336,298.64,739.43
24986,2450,Item_24986,Snacks,Thai,Veg,828,198.44,389.62
24987,2450,Item_24987,Beverage,Thai,Veg,169,285.7,431.68
24988,2450,Item_24988,Main Course,Thai,Veg,628,432.13,982.09
24989,2450,Item_24989,Beverage,Thai,Veg,211,266.34,644.6
24990,2451,Item_24990,Appetizer,Mexican,Veg,835,356.1,596.64
24991,2451,Item_24991,Snacks,Mexican,Non-Veg,824,349.26,750.61
24992,2451,Item_24992,Beverage,Mexican,Non-Veg,632,257.6,720.49
24993,2451,Item_24993,Beverage,Mexican,Non-Veg,862,414.04,1225.85
24994,2451,Item_24994,Main Course,Mexican,Non-Veg,961,226.57,522.76
24995,2451,Item_24995,Snacks,Mexican,Veg,649,148.36,440.17
24996,2451,Item_24996,Beverage,Mexican,Veg,533,216.48,423.4
24997,2452,Item_24997,Appetizer,Desserts,Non-Veg,950,268.52,560.04
24998,2452,Item_24998,Main Course,Desserts,Veg,293,450.0,881.16
24999,2452,Item_24999,Beverage,Desserts,Non-Veg,492,390.58,673.88
25000,2452,Item_25000,Appetizer,Desserts,Non-Veg,750,382.02,808.87
25001,2452,Item_25001,Main Course,Desserts,Non-Veg,736,494.41,1159.38
25002,2452,Item_25002,Main Course,Desserts,Veg,272,245.52,603.44
25003,2452,Item_25003,Main Course,Desserts,Veg,352,326.78,967.42
25004,2452,Item_25004,Beverage,Desserts,Veg,402,222.34,363.9
25005,2453,Item_25005,Snacks,Chinese,Non-Veg,922,243.6,725.59
25006,2453,Item_25006,Beverage,Chinese,Non-Veg,860,319.97,499.83
25007,2453,Item_25007,Snacks,Chinese,Non-Veg,332,452.7,1235.33
25008,2453,Item_25008,Beverage,Chinese,Veg,381,249.42,464.8
25009,2453,Item_25009,Beverage,Chinese,Non-Veg,608,144.7,358.78
25010,2453,Item_25010,Snacks,Chinese,Non-Veg,946,147.67,336.16
25011,2453,Item_25011,Snacks,Chinese,Non-Veg,315,184.11,441.34
25012,2453,Item_25012,Beverage,Chinese,Non-Veg,781,415.08,1130.22
25013,2453,Item_25013,Appetizer,Chinese,Veg,503,494.44,1017.03
25014,2453,Item_25014,Beverage,Chinese,Non-Veg,368,101.8,257.01
25015,2453,Item_25015,Main Course,Chinese,Non-Veg,794,333.66,601.81
25016,2453,Item_25016,Dessert,Chinese,Veg,393,262.13,652.67
25017,2453,Item_25017,Main Course,Chinese,Veg,127,131.56,263.1
25018,2453,Item_25018,Appetizer,Chinese,Non-Veg,213,243.82,489.46
25019,2453,Item_25019,Beverage,Chinese,Non-Veg,971,294.49,640.38
25020,2454,Item_25020,Appetizer,Continental,Non-Veg,622,270.95,722.15
25021,2454,Item_25021,Dessert,Continental,Veg,409,416.92,1167.92
25022,2454,Item_25022,Appetizer,Continental,Non-Veg,824,261.7,400.32
25023,2454,Item_25023,Main Course,Continental,Veg,659,210.17,558.95
25024,2454,Item_25024,Dessert,Continental,Veg,672,490.96,910.61
25025,2454,Item_25025,Dessert,Continental,Veg,782,411.8,724.15
25026,2454,Item_25026,Appetizer,Continental,Non-Veg,333,352.79,657.5
25027,2454,Item_25027,Main Course,Continental,Non-Veg,761,281.84,500.49
25028,2454,Item_25028,Snacks,Continental,Veg,519,445.71,692.53
25029,2454,Item_25029,Beverage,Continental,Non-Veg,818,414.53,1042.82
25030,2454,Item_25030,Main Course,Continental,Veg,992,250.02,404.24
25031,2455,Item_25031,Beverage,Mexican,Non-Veg,322,70.79,112.16
25032,2455,Item_25032,Main Course,Mexican,Veg,505,456.17,1065.84
25033,2455,Item_25033,Snacks,Mexican,Non-Veg,660,369.59,698.21
25034,2455,Item_25034,Dessert,Mexican,Veg,107,184.39,550.15
25035,2455,Item_25035,Appetizer,Mexican,Non-Veg,354,217.07,447.59
25036,2455,Item_25036,Beverage,Mexican,Veg,203,259.38,541.41
25037,2455,Item_25037,Appetizer,Mexican,Non-Veg,833,429.14,757.68
25038,2455,Item_25038,Appetizer,Mexican,Veg,281,149.7,390.1
25039,2455,Item_25039,Beverage,Mexican,Veg,904,385.54,908.43
25040,2455,Item_25040,Beverage,Mexican,Veg,648,412.2,715.41
25041,2455,Item_25041,Dessert,Mexican,Veg,870,395.71,697.17
25042,2456,Item_25042,Dessert,Continental,Veg,261,342.18,941.38
25043,2456,Item_25043,Snacks,Continental,Veg,277,96.85,270.26
25044,2456,Item_25044,Dessert,Continental,Veg,296,55.88,119.47
25045,2456,Item_25045,Appetizer,Continental,Non-Veg,785,461.61,1079.04
25046,2456,Item_25046,Appetizer,Continental,Non-Veg,551,306.81,633.61
25047,2456,Item_25047,Beverage,Continental,Veg,852,490.01,942.56
25048,2456,Item_25048,Beverage,Continental,Non-Veg,309,311.07,625.08
25049,2456,Item_25049,Main Course,Continental,Veg,147,207.33,326.43
25050,2456,Item_25050,Snacks,Continental,Non-Veg,536,383.41,1064.34
25051,2456,Item_25051,Main Course,Continental,Non-Veg,678,300.59,705.91
25052,2456,Item_25052,Dessert,Continental,Non-Veg,565,259.53,508.16
25053,2456,Item_25053,Snacks,Continental,Non-Veg,370,117.3,329.89
25054,2457,Item_25054,Main Course,South Indian,Veg,345,91.82,191.32
25055,2457,Item_25055,Snacks,South Indian,Veg,302,368.53,583.92
25056,2457,Item_25056,Snacks,South Indian,Non-Veg,173,387.25,1002.7
25057,2457,Item_25057,Main Course,South Indian,Non-Veg,125,196.48,340.18
25058,2457,Item_25058,Snacks,South Indian,Non-Veg,462,220.74,419.84
25059,2457,Item_25059,Appetizer,South Indian,Veg,205,394.73,770.63
25060,2457,Item_25060,Main Course,South Indian,Veg,811,118.03,329.08
25061,2457,Item_25061,Main Course,South Indian,Non-Veg,383,356.54,800.1
25062,2457,Item_25062,Appetizer,South Indian,Non-Veg,380,95.03,201.31
25063,2457,Item_25063,Dessert,South Indian,Non-Veg,286,498.16,966.97
25064,2457,Item_25064,Snacks,South Indian,Veg,860,496.03,829.59
25065,2457,Item_25065,Main Course,South Indian,Non-Veg,606,102.88,304.31
25066,2457,Item_25066,Beverage,South Indian,Non-Veg,883,218.11,583.81
25067,2457,Item_25067,Appetizer,South Indian,Veg,987,284.3,467.46
25068,2458,Item_25068,Appetizer,Street Food,Veg,695,110.94,321.28
25069,2458,Item_25069,Beverage,Street Food,Veg,922,108.23,298.94
25070,2458,Item_25070,Beverage,Street Food,Veg,360,128.74,291.49
25071,2458,Item_25071,Main Course,Street Food,Veg,519,487.34,770.32
25072,2458,Item_25072,Snacks,Street Food,Non-Veg,605,203.96,588.16
25073,2458,Item_25073,Beverage,Street Food,Non-Veg,899,218.24,450.55
25074,2458,Item_25074,Main Course,Street Food,Veg,297,416.55,777.67
25075,2458,Item_25075,Appetizer,Street Food,Veg,348,483.88,1206.81
25076,2458,Item_25076,Appetizer,Street Food,Veg,932,217.23,547.48
25077,2459,Item_25077,Dessert,Japanese,Veg,984,234.04,492.42
25078,2459,Item_25078,Beverage,Japanese,Veg,819,318.61,696.53
25079,2459,Item_25079,Beverage,Japanese,Non-Veg,905,385.91,810.43
25080,2459,Item_25080,Beverage,Japanese,Veg,625,167.69,300.99
25081,2459,Item_25081,Appetizer,Japanese,Non-Veg,587,328.88,750.47
25082,2459,Item_25082,Main Course,Japanese,Veg,880,246.89,552.68
25083,2459,Item_25083,Beverage,Japanese,Veg,545,262.81,499.38
25084,2459,Item_25084,Beverage,Japanese,Veg,242,258.72,405.14
25085,2459,Item_25085,Beverage,Japanese,Non-Veg,472,78.18,186.2
25086,2459,Item_25086,Snacks,Japanese,Veg,278,427.91,1067.08
25087,2460,Item_25087,Main Course,Desserts,Non-Veg,233,81.84,215.93
25088,2460,Item_25088,Main Course,Desserts,Veg,166,382.53,805.04
25089,2460,Item_25089,Snacks,Desserts,Non-Veg,293,345.06,1004.52
25090,2460,Item_25090,Appetizer,Desserts,Veg,623,257.03,753.28
25091,2460,Item_25091,Appetizer,Desserts,Veg,996,143.04,371.28
25092,2460,Item_25092,Appetizer,Desserts,Non-Veg,380,353.73,708.47
25093,2460,Item_25093,Snacks,Desserts,Non-Veg,794,299.24,890.31
25094,2460,Item_25094,Main Course,Desserts,Non-Veg,630,228.82,439.86
25095,2460,Item_25095,Dessert,Desserts,Non-Veg,382,208.93,474.46
25096,2460,Item_25096,Beverage,Desserts,Non-Veg,329,344.99,918.99
25097,2461,Item_25097,Snacks,American,Non-Veg,189,216.77,453.69
25098,2461,Item_25098,Snacks,American,Veg,371,112.39,200.89
25099,2461,Item_25099,Snacks,American,Non-Veg,382,73.72,113.1
25100,2461,Item_25100,Dessert,American,Non-Veg,741,69.53,143.18
25101,2461,Item_25101,Dessert,American,Non-Veg,285,287.1,747.86
25102,2461,Item_25102,Beverage,American,Non-Veg,664,388.59,850.19
25103,2461,Item_25103,Appetizer,American,Veg,893,289.22,662.13
25104,2461,Item_25104,Main Course,American,Non-Veg,782,483.41,735.62
25105,2461,Item_25105,Beverage,American,Veg,178,225.59,427.8
25106,2461,Item_25106,Dessert,American,Non-Veg,957,461.23,1319.66
25107,2461,Item_25107,Main Course,American,Non-Veg,179,364.14,1028.39
25108,2461,Item_25108,Dessert,American,Non-Veg,454,228.84,565.79
25109,2461,Item_25109,Main Course,American,Non-Veg,339,473.76,1221.41
25110,2462,Item_25110,Snacks,North Indian,Veg,468,405.47,876.8
25111,2462,Item_25111,Main Course,North Indian,Veg,180,150.23,310.17
25112,2462,Item_25112,Beverage,North Indian,Non-Veg,879,420.45,951.64
25113,2462,Item_25113,Appetizer,North Indian,Veg,920,289.69,798.02
25114,2462,Item_25114,Snacks,North Indian,Non-Veg,770,226.97,376.52
25115,2462,Item_25115,Dessert,North Indian,Non-Veg,628,86.6,172.88
25116,2462,Item_25116,Appetizer,North Indian,Veg,433,150.26,378.18
25117,2462,Item_25117,Snacks,North Indian,Veg,832,147.67,223.83
25118,2463,Item_25118,Appetizer,Japanese,Veg,402,401.7,668.62
25119,2463,Item_25119,Snacks,Japanese,Non-Veg,167,468.64,975.65
25120,2463,Item_25120,Appetizer,Japanese,Veg,577,410.68,1166.75
25121,2463,Item_25121,Main Course,Japanese,Non-Veg,351,120.51,206.3
25122,2463,Item_25122,Appetizer,Japanese,Veg,521,407.11,621.87
25123,2463,Item_25123,Main Course,Japanese,Non-Veg,503,304.99,486.3
25124,2463,Item_25124,Main Course,Japanese,Non-Veg,532,181.98,359.36
25125,2463,Item_25125,Dessert,Japanese,Veg,930,97.95,268.05
25126,2463,Item_25126,Beverage,Japanese,Non-Veg,582,225.83,574.14
25127,2463,Item_25127,Beverage,Japanese,Veg,164,178.65,529.74
25128,2463,Item_25128,Main Course,Japanese,Non-Veg,870,217.47,361.52
25129,2463,Item_25129,Appetizer,Japanese,Non-Veg,901,130.86,262.58
25130,2463,Item_25130,Snacks,Japanese,Veg,197,447.48,742.53
25131,2463,Item_25131,Beverage,Japanese,Veg,679,474.92,1165.8
25132,2464,Item_25132,Beverage,Healthy Food,Veg,259,364.87,1078.49
25133,2464,Item_25133,Main Course,Healthy Food,Non-Veg,154,250.84,538.49
25134,2464,Item_25134,Beverage,Healthy Food,Veg,630,297.31,641.1
25135,2464,Item_25135,Main Course,Healthy Food,Non-Veg,971,445.73,741.28
25136,2464,Item_25136,Main Course,Healthy Food,Veg,469,100.88,259.84
25137,2464,Item_25137,Dessert,Healthy Food,Veg,864,94.39,192.06
25138,2464,Item_25138,Dessert,Healthy Food,Non-Veg,946,177.13,444.66
25139,2464,Item_25139,Snacks,Healthy Food,Veg,670,340.88,666.7
25140,2464,Item_25140,Appetizer,Healthy Food,Non-Veg,298,442.53,968.32
25141,2464,Item_25141,Main Course,Healthy Food,Non-Veg,395,488.99,1000.9
25142,2464,Item_25142,Appetizer,Healthy Food,Veg,660,196.78,316.33
25143,2465,Item_25143,Beverage,Continental,Veg,832,285.69,723.56
25144,2465,Item_25144,Main Course,Continental,Non-Veg,329,265.6,434.29
25145,2465,Item_25145,Appetizer,Continental,Veg,557,246.83,731.62
25146,2465,Item_25146,Main Course,Continental,Veg,698,344.29,791.58
25147,2465,Item_25147,Snacks,Continental,Non-Veg,900,135.73,353.38
25148,2465,Item_25148,Main Course,Continental,Non-Veg,969,341.82,562.14
25149,2465,Item_25149,Beverage,Continental,Veg,503,341.81,785.17
25150,2465,Item_25150,Appetizer,Continental,Non-Veg,531,76.64,149.48
25151,2465,Item_25151,Appetizer,Continental,Non-Veg,905,323.98,626.11
25152,2465,Item_25152,Beverage,Continental,Veg,881,497.89,932.35
25153,2465,Item_25153,Dessert,Continental,Non-Veg,815,242.46,644.43
25154,2465,Item_25154,Dessert,Continental,Non-Veg,483,261.64,764.28
25155,2465,Item_25155,Snacks,Continental,Veg,371,75.92,199.02
25156,2465,Item_25156,Main Course,Continental,Non-Veg,658,83.62,232.88
25157,2466,Item_25157,Dessert,Street Food,Non-Veg,413,379.31,1136.71
25158,2466,Item_25158,Main Course,Street Food,Veg,798,344.58,835.7
25159,2466,Item_25159,Main Course,Street Food,Veg,564,433.66,1087.24
25160,2466,Item_25160,Main Course,Street Food,Veg,468,284.16,590.71
25161,2466,Item_25161,Dessert,Street Food,Non-Veg,138,310.58,907.49
25162,2466,Item_25162,Dessert,Street Food,Non-Veg,314,490.01,1309.84
25163,2466,Item_25163,Main Course,Street Food,Non-Veg,601,211.01,447.16
25164,2466,Item_25164,Beverage,Street Food,Non-Veg,899,66.73,116.81
25165,2466,Item_25165,Snacks,Street Food,Veg,770,238.58,680.07
25166,2466,Item_25166,Beverage,Street Food,Non-Veg,282,348.99,1003.5
25167,2466,Item_25167,Main Course,Street Food,Non-Veg,392,327.03,631.01
25168,2466,Item_25168,Dessert,Street Food,Non-Veg,558,59.42,102.69
25169,2466,Item_25169,Dessert,Street Food,Veg,473,444.03,892.38
25170,2467,Item_25170,Dessert,Mexican,Veg,578,217.36,394.75
25171,2467,Item_25171,Dessert,Mexican,Veg,334,127.9,297.12
25172,2467,Item_25172,Beverage,Mexican,Veg,296,75.12,220.41
25173,2467,Item_25173,Main Course,Mexican,Non-Veg,774,98.88,206.14
25174,2467,Item_25174,Snacks,Mexican,Non-Veg,790,392.13,700.75
25175,2467,Item_25175,Main Course,Mexican,Non-Veg,345,158.69,465.77
25176,2467,Item_25176,Main Course,Mexican,Veg,412,250.18,459.13
25177,2467,Item_25177,Appetizer,Mexican,Veg,488,482.97,981.63
25178,2467,Item_25178,Dessert,Mexican,Veg,442,295.46,800.77
25179,2467,Item_25179,Beverage,Mexican,Veg,474,275.34,443.35
25180,2467,Item_25180,Dessert,Mexican,Veg,159,475.84,1147.32
25181,2468,Item_25181,Main Course,Japanese,Veg,226,205.4,588.29
25182,2468,Item_25182,Snacks,Japanese,Veg,292,192.26,455.42
25183,2468,Item_25183,Beverage,Japanese,Veg,143,362.31,983.37
25184,2468,Item_25184,Beverage,Japanese,Non-Veg,849,61.54,181.27
25185,2468,Item_25185,Main Course,Japanese,Veg,180,111.94,218.45
25186,2468,Item_25186,Main Course,Japanese,Veg,417,442.77,1048.24
25187,2468,Item_25187,Main Course,Japanese,Non-Veg,992,485.71,1173.96
25188,2468,Item_25188,Beverage,Japanese,Non-Veg,880,488.19,1015.38
25189,2468,Item_25189,Appetizer,Japanese,Non-Veg,339,154.73,454.43
25190,2468,Item_25190,Dessert,Japanese,Veg,738,213.34,384.3
25191,2468,Item_25191,Appetizer,Japanese,Non-Veg,595,128.27,277.24
25192,2468,Item_25192,Dessert,Japanese,Veg,465,460.09,1149.61
25193,2468,Item_25193,Snacks,Japanese,Veg,144,483.29,964.64
25194,2468,Item_25194,Beverage,Japanese,Non-Veg,679,422.3,1168.71
25195,2468,Item_25195,Dessert,Japanese,Non-Veg,171,113.78,307.26
25196,2469,Item_25196,Beverage,Japanese,Veg,207,112.01,335.9
25197,2469,Item_25197,Dessert,Japanese,Non-Veg,152,348.76,980.45
25198,2469,Item_25198,Snacks,Japanese,Veg,214,248.22,471.65
25199,2469,Item_25199,Dessert,Japanese,Non-Veg,517,316.43,497.5
25200,2469,Item_25200,Appetizer,Japanese,Non-Veg,861,402.52,825.82
25201,2469,Item_25201,Main Course,Japanese,Veg,867,181.7,394.24
25202,2469,Item_25202,Main Course,Japanese,Veg,442,149.19,313.96
25203,2469,Item_25203,Beverage,Japanese,Veg,249,168.12,440.6
25204,2469,Item_25204,Beverage,Japanese,Non-Veg,843,65.9,148.19
25205,2469,Item_25205,Main Course,Japanese,Veg,848,65.4,137.9
25206,2469,Item_25206,Beverage,Japanese,Veg,132,226.29,464.82
25207,2469,Item_25207,Snacks,Japanese,Non-Veg,464,351.71,800.48
25208,2470,Item_25208,Snacks,Italian,Non-Veg,163,183.3,472.89
25209,2470,Item_25209,Main Course,Italian,Non-Veg,421,271.39,807.25
25210,2470,Item_25210,Main Course,Italian,Veg,208,380.92,1052.88
25211,2470,Item_25211,Snacks,Italian,Veg,831,309.66,647.79
25212,2470,Item_25212,Beverage,Italian,Non-Veg,567,457.52,828.26
25213,2470,Item_25213,Dessert,Italian,Veg,759,261.62,492.18
25214,2470,Item_25214,Beverage,Italian,Veg,926,432.04,774.62
25215,2470,Item_25215,Main Course,Italian,Veg,466,231.42,649.4
25216,2470,Item_25216,Main Course,Italian,Non-Veg,631,354.65,736.96
25217,2470,Item_25217,Beverage,Italian,Veg,235,328.77,777.69
25218,2470,Item_25218,Main Course,Italian,Non-Veg,871,179.07,498.1
25219,2471,Item_25219,Appetizer,Desserts,Veg,139,186.12,372.25
25220,2471,Item_25220,Appetizer,Desserts,Non-Veg,896,352.2,1017.69
25221,2471,Item_25221,Snacks,Desserts,Non-Veg,954,254.21,627.58
25222,2471,Item_25222,Beverage,Desserts,Veg,797,326.31,614.87
25223,2471,Item_25223,Beverage,Desserts,Non-Veg,755,186.7,317.87
25224,2471,Item_25224,Dessert,Desserts,Non-Veg,515,435.16,832.97
25225,2471,Item_25225,Main Course,Desserts,Veg,199,363.03,1087.18
25226,2471,Item_25226,Main Course,Desserts,Non-Veg,734,421.66,681.18
25227,2471,Item_25227,Appetizer,Desserts,Non-Veg,533,366.37,973.48
