Delivery_ID,Order_ID,Rider_ID,Pickup_Time,Arrival_Time_Restaurant,Delivered_Time,Delay_Minutes,Distance_Travelled,Weather_Condition,Traffic_Level
93431,99439,560,18:37:20,18:42:20,18:47:20,10,2.06,Sunny,Low
93432,99440,438,10:48:46,10:56:46,11:05:46,17,9.15,Sunny,Medium
93433,99441,740,06:49:05,06:50:05,07:20:05,-1,1.58,Windy,Jam
93434,99442,238,21:12:55,21:25:55,21:46:55,-3,7.92,Cloudy,Low
93435,99443,191,07:03:12,07:10:12,07:37:12,1,2.03,Rainy,Medium
93436,99444,209,23:35:53,23:53:53,00:09:53,7,1.68,Sunny,Low
93437,99445,241,09:18:32,09:27:32,09:54:32,12,8.03,Sunny,Low
93438,99446,185,18:18:44,18:25:44,18:31:44,8,5.55,Rainy,Medium
93439,99447,161,19:03:18,19:07:18,19:30:18,10,3.09,Sunny,Medium
93440,99448,670,20:07:50,20:13:50,20:24:50,17,7.12,Windy,Low
93441,99449,148,16:31:07,16:48:07,17:24:07,20,8.18,Cloudy,Low
93442,99450,284,17:40:19,17:56:19,17:43:19,2,3.9,Windy,Low
93443,99451,176,16:53:11,17:05:11,17:36:11,19,7.19,Rainy,Low
93444,99452,398,13:04:59,13:17:59,13:55:59,19,7.14,Sunny,Low
93445,99453,600,14:03:16,14:11:16,13:59:16,-2,8.06,Cloudy,Medium
93446,99454,350,17:42:18,17:52:18,17:48:18,4,7.78,Sunny,High
93447,99455,655,07:39:40,07:48:40,08:00:40,-2,5.96,Rainy,High
93448,99457,556,02:14:38,02:15:38,03:01:38,18,5.83,Rainy,High
93449,99458,38,21:49:54,21:56:54,22:31:54,10,6.26,Windy,Jam
93450,99459,291,18:29:09,18:32:09,18:59:09,9,4.52,Rainy,Medium
93451,99460,457,19:38:23,19:45:23,20:03:23,-3,4.51,Windy,High
93452,99462,314,13:39:35,13:48:35,14:13:35,0,4.82,Cloudy,Low
93453,99463,605,17:26:08,17:35:08,18:02:08,14,1.43,Cloudy,Medium
93454,99464,487,17:53:27,18:02:27,18:13:27,15,4.23,Sunny,Low
93455,99465,142,16:34:49,16:35:49,17:08:49,19,3.99,Sunny,Low
93456,99466,276,15:29:45,15:44:45,16:16:45,7,1.5,Cloudy,Low
93457,99467,2,02:06:35,02:12:35,02:37:35,-5,9.06,Sunny,Jam
93458,99468,353,19:36:02,19:46:02,20:15:02,20,9.94,Rainy,Jam
93459,99469,104,17:30:27,17:33:27,18:17:27,14,9.95,Windy,Low
93460,99470,312,08:26:50,08:34:50,08:52:50,2,8.84,Sunny,High
93461,99471,610,17:50:01,17:47:01,18:05:01,18,3.48,Rainy,High
93462,99474,386,10:07:35,10:11:35,10:50:35,12,8.43,Cloudy,Jam
93463,99475,523,09:30:02,09:40:02,10:00:02,7,1.72,Cloudy,Jam
93464,99476,100,19:57:59,20:07:59,20:30:59,14,6.58,Windy,High
93465,99477,340,17:48:59,18:00:59,18:40:59,14,1.53,Sunny,Jam
93466,99478,129,20:09:24,20:17:24,20:51:24,11,3.9,Cloudy,High
93467,99479,126,12:53:02,12:59:02,13:18:02,5,9.81,Cloudy,Medium
93468,99481,324,19:00:14,19:16:14,19:34:14,8,4.9,Cloudy,Medium
93469,99482,72,23:21:42,23:37:42,23:39:42,16,6.56,Sunny,Low
93470,99484,445,07:34:02,07:40:02,08:15:02,15,4.47,Sunny,High
93471,99485,643,11:10:28,11:10:28,11:44:28,6,3.01,Windy,Medium
93472,99486,129,13:42:04,13:47:04,14:07:04,-3,8.43,Cloudy,Low
93473,99487,424,11:43:34,11:53:34,12:06:34,0,7.96,Cloudy,High
93474,99488,650,19:41:59,19:42:59,19:51:59,9,7.09,Windy,Medium
93475,99489,438,19:58:32,20:14:32,20:54:32,20,5.35,Windy,High
93476,99490,167,10:49:37,10:56:37,11:20:37,5,8.11,Rainy,High
93477,99491,522,22:33:16,22:42:16,23:04:16,3,6.84,Rainy,High
93478,99492,437,14:11:31,14:11:31,14:37:31,8,8.47,Cloudy,Jam
93479,99493,271,16:04:17,16:21:17,16:27:17,-4,9.39,Sunny,Jam
93480,99494,402,01:42:19,01:51:19,01:51:19,12,3.22,Cloudy,Medium
93481,99495,292,14:57:12,14:59:12,15:07:12,8,7.13,Windy,High
93482,99496,647,16:09:16,16:18:16,16:28:16,0,5.75,Sunny,High
93483,99498,187,14:56:14,15:05:14,15:37:14,17,9.05,Sunny,Medium
93484,99499,104,08:07:44,08:12:44,08:02:44,-1,9.1,Windy,Jam
93485,99501,658,13:01:38,13:02:38,13:35:38,16,6.58,Cloudy,Jam
93486,99502,705,12:37:08,12:55:08,13:29:08,12,4.35,Windy,Low
93487,99503,682,09:28:18,09:40:18,10:11:18,12,9.84,Sunny,Low
93488,99504,237,19:56:03,19:54:03,20:35:03,14,7.44,Sunny,Jam
93489,99505,516,18:30:09,18:41:09,18:52:09,20,6.53,Windy,Low
93490,99506,215,13:29:37,13:34:37,14:24:37,17,3.55,Windy,High
93491,99508,2,13:05:29,13:12:29,13:24:29,14,7.57,Rainy,Low
93492,99509,87,11:30:52,11:50:52,11:55:52,-4,1.98,Cloudy,Low
93493,99510,460,08:49:37,08:54:37,09:06:37,19,1.54,Windy,Medium
93494,99511,43,12:37:23,12:45:23,13:01:23,9,2.52,Rainy,Medium
93495,99512,370,12:49:48,12:50:48,12:57:48,11,2.3,Rainy,Low
93496,99513,141,06:12:03,06:19:03,06:16:03,3,4.05,Rainy,High
93497,99515,6,18:20:50,18:33:50,19:00:50,14,8.18,Cloudy,Low
93498,99516,402,09:25:55,09:29:55,10:12:55,20,7.8,Sunny,Low
93499,99517,56,18:26:09,18:41:09,18:37:09,11,1.97,Rainy,Low
93500,99518,713,19:00:31,18:59:31,19:33:31,15,4.1,Sunny,Jam
93501,99519,300,15:03:02,15:10:02,15:47:02,9,9.52,Cloudy,Jam
93502,99520,555,20:39:10,20:41:10,21:10:10,-2,7.38,Cloudy,Jam
93503,99522,162,13:56:30,14:16:30,14:46:30,11,8.57,Sunny,Medium
93504,99523,504,20:54:42,21:01:42,21:31:42,12,4.89,Rainy,Jam
93505,99524,656,09:58:39,10:11:39,10:39:39,7,9.7,Sunny,High
93506,99525,245,13:07:40,13:14:40,13:18:40,-4,6.61,Rainy,High
93507,99526,547,13:19:38,13:21:38,13:45:38,-1,2.49,Sunny,Low
93508,99527,117,15:42:26,15:53:26,16:12:26,3,3.77,Sunny,Medium
93509,99528,213,12:02:25,12:16:25,12:24:25,-2,8.11,Sunny,High
93510,99529,124,18:13:09,18:29:09,19:01:09,18,8.65,Windy,Low
93511,99530,144,11:41:17,11:54:17,12:22:17,3,6.67,Windy,Low
93512,99531,163,12:19:09,12:29:09,13:04:09,9,4.91,Rainy,High
93513,99532,222,20:48:13,21:01:13,21:21:13,9,5.49,Rainy,Medium
93514,99533,669,19:52:29,19:56:29,20:31:29,3,9.85,Sunny,Medium
93515,99534,603,20:48:26,20:59:26,21:16:26,1,4.87,Sunny,Low
93516,99535,745,17:16:32,17:26:32,17:14:32,0,9.94,Sunny,Jam
93517,99536,6,13:37:56,13:52:56,14:29:56,16,1.3,Cloudy,Jam
93518,99537,424,06:48:11,06:53:11,06:44:11,-4,2.93,Sunny,Medium
93519,99538,715,12:48:51,12:47:51,13:03:51,-2,3.08,Sunny,Jam
93520,99539,320,12:35:49,12:40:49,12:54:49,2,8.66,Windy,High
93521,99541,682,05:55:14,05:59:14,06:37:14,20,4.24,Sunny,Low
93522,99542,223,20:47:40,20:57:40,21:32:40,12,2.99,Sunny,Low
93523,99543,275,19:14:02,19:21:02,20:06:02,14,9.71,Cloudy,High
93524,99544,292,22:04:41,22:20:41,22:50:41,10,9.02,Rainy,Jam
93525,99545,639,11:12:52,11:20:52,11:53:52,11,2.43,Cloudy,High
93526,99546,543,11:37:33,11:48:33,12:08:33,5,4.2,Cloudy,High
93527,99547,72,17:42:03,17:49:03,17:44:03,4,5.86,Sunny,Jam
93528,99548,67,11:13:17,11:14:17,11:48:17,3,1.67,Rainy,High
93529,99549,199,15:28:33,15:35:33,16:10:33,12,6.65,Sunny,High
93530,99550,531,06:43:21,06:52:21,07:06:21,2,1.1,Sunny,Medium
93531,99551,257,22:26:35,22:35:35,23:00:35,-2,7.72,Windy,Medium
93532,99552,675,20:01:36,20:09:36,20:49:36,16,6.87,Sunny,High
93533,99553,731,13:34:18,13:41:18,14:09:18,15,4.51,Windy,Low
93534,99554,679,09:54:09,10:10:09,10:33:09,10,1.58,Rainy,Medium
93535,99555,204,17:14:10,17:19:10,17:11:10,-5,8.33,Rainy,High
93536,99556,367,21:00:49,21:16:49,21:48:49,11,2.65,Windy,Low
93537,99557,543,12:51:13,13:01:13,13:03:13,15,4.67,Rainy,High
93538,99558,173,11:05:32,11:02:32,11:08:32,8,7.91,Cloudy,High
93539,99559,137,00:24:53,00:29:53,01:07:53,8,2.27,Sunny,Jam
93540,99560,447,08:09:03,08:12:03,08:35:03,-5,7.62,Windy,Medium
93541,99561,491,13:40:24,13:40:24,14:03:24,-1,7.21,Windy,Low
93542,99562,339,15:38:28,15:53:28,16:33:28,18,7.8,Windy,Medium
93543,99563,201,10:38:57,10:37:57,10:37:57,2,2.75,Sunny,High
93544,99564,711,20:58:29,21:06:29,21:18:29,2,1.39,Rainy,Medium
93545,99565,7,16:56:36,17:01:36,17:25:36,4,6.47,Rainy,Medium
93546,99566,152,13:52:09,14:03:09,14:25:09,2,9.46,Sunny,High
93547,99567,508,18:36:27,18:46:27,19:14:27,4,6.78,Rainy,High
93548,99568,70,19:47:26,19:52:26,20:11:26,0,1.78,Rainy,High
93549,99569,589,12:53:32,13:05:32,12:54:32,-2,5.92,Sunny,Jam
93550,99570,269,21:23:59,21:34:59,21:53:59,-4,7.39,Rainy,Jam
93551,99571,399,15:56:22,16:04:22,16:26:22,11,8.59,Sunny,High
93552,99572,31,12:58:36,13:12:36,12:57:36,-1,1.63,Cloudy,High
93553,99573,183,17:19:25,17:28:25,17:54:25,7,1.83,Windy,High
93554,99574,207,12:36:33,12:44:33,13:06:33,6,7.72,Cloudy,High
93555,99575,543,12:48:13,13:02:13,13:42:13,15,3.77,Windy,Medium
93556,99576,106,20:10:06,20:19:06,20:45:06,12,8.11,Cloudy,Medium
93557,99577,394,18:30:29,18:29:29,18:35:29,7,2.41,Windy,Jam
93558,99578,87,16:56:52,16:54:52,16:50:52,-1,8.4,Rainy,Low
93559,99579,376,10:23:33,10:26:33,10:24:33,4,8.51,Windy,Jam
93560,99580,477,13:51:51,13:51:51,14:10:51,-5,2.51,Rainy,Medium
93561,99581,499,09:17:49,09:28:49,09:55:49,17,9.41,Windy,Medium
93562,99582,147,07:18:04,07:30:04,07:56:04,10,1.65,Sunny,High
93563,99583,329,09:45:50,09:54:50,10:32:50,12,2.86,Rainy,Low
93564,99584,67,12:54:36,13:06:36,13:27:36,8,1.48,Cloudy,Low
93565,99585,706,11:59:29,12:08:29,12:05:29,2,4.99,Rainy,Medium
93566,99586,115,20:53:17,20:57:17,21:19:17,10,2.57,Cloudy,Low
93567,99587,135,14:59:38,15:05:38,15:40:38,12,5.94,Windy,Medium
93568,99588,157,19:34:14,19:39:14,20:08:14,9,7.89,Windy,High
93569,99589,637,18:18:50,18:29:50,18:57:50,17,9.74,Windy,High
93570,99591,46,16:27:48,16:32:48,16:25:48,0,2.26,Windy,High
93571,99592,113,09:39:44,09:52:44,10:31:44,19,4.23,Windy,High
93572,99593,124,22:39:13,22:42:13,23:28:13,16,9.2,Windy,Medium
93573,99594,551,04:05:47,04:02:47,04:35:47,1,5.74,Windy,Jam
93574,99596,657,17:15:48,17:19:48,17:46:48,3,6.47,Cloudy,Medium
93575,99597,400,18:05:35,18:10:35,18:07:35,1,3.95,Rainy,High
93576,99598,747,16:03:40,16:04:40,16:23:40,4,2.67,Windy,Jam
93577,99599,667,10:03:14,10:04:14,10:41:14,18,6.59,Sunny,Jam
93578,99600,416,12:02:14,12:03:14,12:45:14,12,8.07,Rainy,High
93579,99601,568,21:32:49,21:36:49,22:12:49,5,5.97,Sunny,High
93580,99602,290,00:28:19,00:39:19,01:06:19,18,1.65,Sunny,Jam
93581,99603,640,14:02:22,14:11:22,14:44:22,13,9.34,Cloudy,Jam
93582,99604,609,18:52:49,18:47:49,19:10:49,-2,7.38,Cloudy,Low
93583,99605,501,18:33:33,18:45:33,19:02:33,8,8.33,Rainy,High
93584,99607,587,09:36:09,09:51:09,09:41:09,0,6.3,Cloudy,Medium
93585,99608,476,00:10:47,00:20:47,00:39:47,8,2.66,Cloudy,Low
93586,99609,19,15:39:21,15:48:21,15:47:21,3,3.82,Sunny,High
93587,99610,668,14:22:09,14:30:09,14:53:09,5,5.51,Cloudy,Jam
93588,99611,175,02:55:10,03:01:10,03:34:10,3,5.92,Sunny,Medium
93589,99612,743,19:32:35,19:32:35,20:07:35,5,9.34,Windy,Low
93590,99613,230,19:03:52,19:11:52,19:17:52,13,8.24,Rainy,Low
93591,99614,21,11:06:26,11:11:26,11:53:26,18,2.05,Sunny,Low
93592,99615,64,23:31:46,23:32:46,00:07:46,14,9.7,Windy,High
93593,99616,334,14:39:09,14:41:09,15:17:09,17,8.71,Rainy,Low
93594,99617,575,19:10:33,19:29:33,19:13:33,-1,6.39,Sunny,Low
93595,99618,296,13:17:46,13:16:46,13:30:46,17,3.51,Rainy,Medium
93596,99619,574,11:33:41,11:39:41,12:21:41,13,5.67,Rainy,Low
93597,99620,699,18:42:50,18:58:50,19:13:50,-2,2.27,Cloudy,High
93598,99621,507,18:32:36,18:39:36,19:19:36,13,4.67,Rainy,Medium
93599,99622,307,12:02:12,12:10:12,12:31:12,12,3.05,Cloudy,High
93600,99623,641,10:53:17,11:00:17,11:26:17,7,7.76,Windy,Jam
93601,99624,139,20:08:31,20:18:31,20:08:31,-5,3.87,Windy,Low
93602,99625,212,20:33:48,20:44:48,20:30:48,-1,2.22,Cloudy,Low
93603,99626,92,12:52:16,12:49:16,13:11:16,-2,8.19,Rainy,Low
93604,99627,411,17:19:48,17:32:48,18:16:48,20,2.67,Cloudy,Jam
93605,99628,674,17:39:24,17:56:24,17:45:24,3,9.7,Windy,Low
93606,99629,487,18:38:01,18:46:01,19:25:01,20,6.23,Rainy,Medium
93607,99630,745,13:03:34,13:16:34,13:36:34,13,5.29,Rainy,Low
93608,99631,347,19:12:46,19:18:46,19:57:46,19,6.3,Rainy,Low
93609,99632,295,15:02:16,15:06:16,15:37:16,1,1.06,Sunny,Jam
93610,99633,355,17:38:52,17:58:52,17:45:52,2,2.63,Windy,Low
93611,99634,469,09:08:32,09:27:32,09:59:32,13,6.85,Rainy,Jam
93612,99635,599,17:50:48,17:58:48,18:32:48,6,8.67,Windy,High
93613,99636,66,12:41:27,12:41:27,13:11:27,5,6.91,Cloudy,Low
93614,99637,398,16:05:49,16:10:49,16:29:49,7,8.59,Rainy,Medium
93615,99638,496,18:08:46,18:20:46,18:47:46,12,8.13,Cloudy,Low
93616,99639,124,10:16:17,10:18:17,10:52:17,15,6.26,Cloudy,Medium
93617,99641,348,23:25:47,23:27:47,00:03:47,2,7.5,Cloudy,High
93618,99642,671,11:26:49,11:22:49,11:47:49,-3,6.99,Windy,High
93619,99643,522,21:33:36,21:35:36,22:12:36,16,2.29,Windy,Low
93620,99644,731,12:15:41,12:24:41,12:38:41,5,2.05,Windy,Low
93621,99645,409,08:22:58,08:36:58,09:15:58,16,1.08,Windy,Low
93622,99646,741,19:28:22,19:43:22,20:05:22,1,1.95,Sunny,Medium
93623,99647,533,20:38:10,20:39:10,21:12:10,4,6.07,Rainy,Jam
93624,99648,686,04:57:50,05:14:50,05:39:50,11,1.46,Sunny,Low
93625,99650,574,09:19:20,09:29:20,09:54:20,-4,5.93,Rainy,Medium
93626,99651,85,17:36:48,17:40:48,18:15:48,13,8.1,Windy,Medium
93627,99652,577,06:17:13,06:31:13,07:09:13,14,6.56,Cloudy,Low
93628,99653,569,01:26:59,01:36:59,02:19:59,15,8.32,Cloudy,Medium
93629,99654,147,10:03:21,10:19:21,10:47:21,19,4.01,Windy,High
93630,99655,294,20:42:23,20:51:23,21:30:23,16,5.22,Cloudy,Low
93631,99656,709,14:45:50,14:51:50,15:26:50,9,4.72,Rainy,High
93632,99657,49,14:38:12,14:46:12,14:42:12,6,7.49,Rainy,High
93633,99658,403,12:30:15,12:39:15,13:14:15,20,5.84,Rainy,Medium
93634,99659,565,11:55:20,12:00:20,12:43:20,20,8.98,Cloudy,Medium
93635,99660,469,06:17:19,06:23:19,07:03:19,12,6.81,Cloudy,High
93636,99661,679,13:35:52,13:50:52,13:31:52,-5,6.3,Rainy,Jam
93637,99662,431,21:07:09,21:15:09,21:49:09,15,6.53,Sunny,Medium
93638,99663,715,13:59:09,14:14:09,14:30:09,-5,9.56,Sunny,High
93639,99664,561,18:39:53,18:50:53,19:25:53,14,6.47,Rainy,Low
93640,99665,468,12:53:52,13:03:52,13:15:52,-5,4.78,Rainy,High
93641,99666,221,21:34:06,21:36:06,21:59:06,2,8.33,Cloudy,Jam
93642,99667,132,22:25:40,22:23:40,23:09:40,20,1.28,Windy,High
93643,99668,13,19:38:52,19:43:52,20:08:52,1,6.39,Windy,Jam
93644,99669,201,08:51:43,08:55:43,09:31:43,19,5.46,Rainy,High
93645,99670,393,22:29:12,22:35:12,22:40:12,14,9.16,Windy,High
93646,99671,90,16:29:30,16:31:30,16:48:30,-3,9.07,Cloudy,Medium
93647,99672,710,19:17:11,19:23:11,19:44:11,3,1.41,Sunny,Low
93648,99673,36,21:03:58,21:17:58,21:36:58,1,8.98,Rainy,Low
93649,99674,400,18:52:46,19:02:46,19:44:46,17,5.64,Windy,Jam
93650,99675,534,18:55:41,18:56:41,19:07:41,14,9.64,Cloudy,High
93651,99676,203,11:14:15,11:16:15,11:34:15,-3,1.36,Windy,High
93652,99677,187,11:08:23,11:10:23,11:38:23,11,7.03,Cloudy,High
93653,99678,42,11:31:16,11:36:16,11:29:16,2,4.48,Sunny,Medium
93654,99680,176,20:30:49,20:28:49,20:26:49,0,1.34,Sunny,Medium
93655,99681,658,18:40:59,18:49:59,19:08:59,5,6.2,Rainy,High
93656,99682,694,13:15:57,13:18:57,13:49:57,13,7.53,Windy,Medium
93657,99683,64,20:44:42,20:44:42,21:21:42,14,7.32,Cloudy,High
93658,99684,324,19:16:37,19:29:37,19:18:37,-1,9.66,Sunny,Low
93659,99685,674,01:12:56,01:11:56,01:13:56,6,8.56,Sunny,Jam
93660,99686,509,21:54:00,22:06:00,22:30:00,15,5.47,Cloudy,Low
93661,99687,17,22:34:58,22:50:58,23:25:58,17,6.74,Windy,Low
93662,99688,324,18:20:20,18:25:20,18:51:20,15,7.94,Rainy,High
93663,99690,425,15:02:02,15:18:02,15:56:02,19,7.6,Cloudy,High
93664,99691,24,09:51:44,09:56:44,10:21:44,5,7.67,Windy,Low
93665,99692,91,13:45:35,13:51:35,14:27:35,14,4.27,Sunny,Jam
93666,99693,292,14:11:24,14:23:24,14:17:24,6,3.11,Cloudy,Jam
93667,99694,729,21:53:02,22:05:02,22:23:02,3,9.28,Sunny,Medium
93668,99695,318,13:40:57,13:48:57,13:59:57,1,4.39,Cloudy,Jam
93669,99696,664,20:08:00,20:13:00,20:51:00,6,6.13,Cloudy,Low
93670,99697,543,09:49:25,09:54:25,10:18:25,-3,9.41,Rainy,Low
93671,99699,647,12:32:02,12:37:02,12:45:02,-3,4.28,Cloudy,Medium
93672,99700,308,07:00:13,07:17:13,07:18:13,13,7.58,Sunny,Medium
93673,99701,109,09:12:22,09:14:22,09:41:22,2,5.64,Rainy,Low
93674,99702,295,11:29:51,11:28:51,12:01:51,12,6.21,Sunny,Low
93675,99703,26,18:22:11,18:28:11,18:57:11,16,9.09,Rainy,Jam
93676,99704,715,19:59:03,20:04:03,20:24:03,-5,9.85,Sunny,Jam
93677,99705,623,19:08:28,19:15:28,19:55:28,18,7.24,Sunny,Jam
93678,99706,339,18:43:09,18:49:09,19:15:09,-1,6.48,Sunny,Medium
93679,99707,713,23:50:47,23:47:47,00:34:47,20,8.6,Windy,Low
93680,99708,514,19:48:14,19:54:14,20:28:14,17,1.6,Windy,High
93681,99709,216,10:02:43,10:03:43,10:32:43,12,7.93,Rainy,High
93682,99710,269,18:57:53,19:02:53,19:35:53,4,1.06,Windy,Medium
93683,99711,210,17:12:11,17:16:11,17:39:11,-2,6.91,Rainy,High
93684,99712,41,13:43:09,13:49:09,14:21:09,20,2.28,Rainy,Jam
93685,99714,676,13:30:03,13:40:03,14:05:03,17,6.31,Cloudy,Medium
93686,99715,392,11:05:12,11:09:12,11:29:12,-3,5.77,Cloudy,Jam
93687,99716,263,15:44:59,16:01:59,16:25:59,16,5.81,Windy,Medium
93688,99717,732,15:23:50,15:32:50,15:44:50,-1,9.56,Cloudy,Low
93689,99718,315,13:35:26,13:41:26,14:10:26,14,4.07,Cloudy,Jam
93690,99719,481,14:46:09,14:54:09,14:43:09,2,8.6,Sunny,High
93691,99721,707,00:34:58,00:47:58,01:10:58,13,4.83,Rainy,Low
93692,99722,368,11:10:52,11:14:52,11:29:52,-5,2.24,Cloudy,Low
93693,99723,413,09:34:19,09:40:19,10:10:19,7,3.21,Windy,Medium
93694,99724,583,12:45:54,13:02:54,13:29:54,18,9.52,Cloudy,Jam
93695,99725,426,18:51:21,19:08:21,19:13:21,19,7.55,Rainy,Low
93696,99726,74,12:37:41,12:54:41,13:11:41,3,9.21,Sunny,Low
93697,99727,457,17:49:44,17:48:44,18:39:44,19,9.96,Windy,Jam
93698,99728,575,15:13:45,15:18:45,15:38:45,6,4.04,Rainy,Jam
93699,99729,691,11:26:31,11:34:31,12:03:31,13,8.81,Sunny,Low
93700,99730,169,19:26:12,19:26:12,20:08:12,10,4.86,Sunny,Medium
93701,99731,347,11:24:29,11:33:29,11:57:29,3,1.3,Windy,Medium
93702,99732,239,19:37:39,19:50:39,19:48:39,8,7.77,Cloudy,Low
93703,99733,739,21:27:25,21:33:25,21:42:25,17,2.13,Sunny,High
93704,99734,335,13:50:06,14:01:06,14:16:06,1,2.61,Sunny,Medium
93705,99735,717,20:56:05,21:07:05,21:22:05,-4,7.78,Cloudy,Low
93706,99737,457,22:45:17,23:00:17,23:27:17,10,3.21,Cloudy,High
93707,99738,691,14:10:02,14:23:02,14:15:02,2,1.2,Rainy,Medium
93708,99739,118,20:25:47,20:30:47,20:51:47,-2,8.2,Sunny,Medium
93709,99740,255,19:06:32,19:24:32,19:38:32,6,4.07,Cloudy,Low
93710,99741,639,16:57:44,17:04:44,17:27:44,0,5.73,Sunny,Low
93711,99742,563,22:41:31,22:57:31,23:37:31,20,9.21,Rainy,High
93712,99743,302,07:58:29,08:06:29,08:13:29,12,1.5,Windy,Low
93713,99744,177,07:33:26,07:41:26,08:04:26,-3,2.61,Sunny,Jam
93714,99745,272,09:49:15,09:54:15,10:34:15,19,7.54,Rainy,Medium
93715,99746,376,07:38:42,07:46:42,08:23:42,16,3.11,Windy,High
93716,99747,32,09:44:29,09:59:29,10:25:29,2,7.99,Rainy,Medium
93717,99748,205,18:17:55,18:26:55,18:58:55,4,5.74,Windy,Low
93718,99749,295,11:11:01,11:19:01,11:45:01,8,3.26,Windy,High
93719,99750,99,18:45:35,18:54:35,19:06:35,-4,2.34,Rainy,Medium
93720,99751,423,13:10:45,13:10:45,13:49:45,6,5.35,Sunny,Medium
93721,99753,40,13:13:55,13:29:55,13:28:55,12,9.9,Cloudy,Low
93722,99754,298,23:14:14,23:16:14,23:56:14,5,4.06,Windy,High
93723,99755,117,10:52:54,11:04:54,11:26:54,6,4.58,Windy,Low
93724,99756,736,01:17:24,01:30:24,01:40:24,18,7.84,Cloudy,High
93725,99757,431,21:28:49,21:33:49,22:04:49,10,7.12,Cloudy,Jam
93726,99758,90,12:46:41,13:03:41,13:29:41,9,7.42,Sunny,Medium
93727,99759,384,13:59:43,14:15:43,14:17:43,13,5.99,Sunny,Jam
93728,99760,705,19:33:31,19:44:31,19:47:31,13,6.87,Rainy,Medium
93729,99762,131,09:41:44,09:46:44,10:11:44,-3,7.35,Rainy,Low
93730,99763,465,13:22:26,13:24:26,13:19:26,-4,5.1,Sunny,Low
93731,99764,722,16:17:14,16:31:14,16:57:14,8,6.45,Sunny,Low
93732,99765,410,15:07:19,15:12:19,15:38:19,-2,2.01,Sunny,High
93733,99766,687,13:54:17,13:53:17,14:22:17,-3,1.85,Sunny,High
93734,99767,421,14:39:47,14:36:47,15:05:47,8,6.01,Sunny,Medium
93735,99768,141,01:05:13,01:23:13,01:03:13,-5,3.68,Windy,Medium
93736,99769,239,19:43:25,19:43:25,20:24:25,16,2.85,Cloudy,Jam
93737,99770,380,16:27:43,16:26:43,16:20:43,-3,7.4,Windy,High
93738,99771,717,12:26:03,12:32:03,12:36:03,10,7.15,Sunny,Jam
93739,99772,532,14:36:12,14:36:12,15:22:12,16,6.57,Sunny,Medium
93740,99773,715,18:29:47,18:37:47,19:10:47,15,1.29,Rainy,High
93741,99774,75,10:42:09,10:52:09,11:02:09,-5,3.65,Cloudy,Medium
93742,99775,750,18:51:04,19:07:04,19:13:04,19,6.32,Windy,Medium
93743,99776,161,00:19:07,00:27:07,00:55:07,4,2.55,Cloudy,Jam
93744,99777,23,13:28:16,13:38:16,13:57:16,3,9.45,Windy,Low
93745,99778,193,00:27:08,00:26:08,00:34:08,11,4.12,Sunny,Jam
93746,99779,590,16:33:18,16:40:18,17:03:18,7,4.48,Sunny,Low
93747,99780,174,10:32:55,10:34:55,11:00:55,3,4.41,Cloudy,Low
93748,99781,70,18:23:56,18:32:56,18:57:56,8,5.87,Sunny,Low
93749,99782,274,00:59:55,01:11:55,01:40:55,15,4.0,Sunny,Medium
93750,99783,469,19:26:05,19:22:05,20:06:05,12,9.95,Rainy,Jam
93751,99784,510,12:23:00,12:38:00,13:00:00,7,7.93,Sunny,Jam
93752,99785,208,13:15:06,13:21:06,13:54:06,14,1.94,Sunny,Medium
93753,99786,125,12:01:17,11:59:17,12:43:17,13,1.9,Cloudy,Medium
93754,99787,347,22:26:24,22:39:24,23:02:24,0,1.09,Sunny,Low
93755,99788,50,12:12:24,12:18:24,12:48:24,9,7.74,Rainy,Low
93756,99789,592,13:24:30,13:26:30,13:46:30,-4,6.24,Sunny,Medium
93757,99790,19,15:17:50,15:24:50,15:39:50,-1,2.65,Windy,High
93758,99791,87,13:16:05,13:30:05,13:50:05,-2,8.82,Cloudy,High
93759,99792,251,11:20:51,11:26:51,11:24:51,-1,6.59,Rainy,Jam
93760,99793,362,16:37:59,16:49:59,17:23:59,9,1.69,Rainy,Medium
93761,99794,631,16:24:26,16:33:26,17:13:26,17,8.98,Rainy,Jam
93762,99795,330,12:18:40,12:28:40,13:04:40,12,4.47,Rainy,Jam
93763,99796,45,10:34:01,10:43:01,10:44:01,5,5.29,Rainy,Low
93764,99797,617,11:46:10,11:57:10,12:17:10,11,5.38,Rainy,High
93765,99798,164,17:45:21,17:55:21,18:10:21,4,7.94,Windy,Jam
93766,99799,256,19:25:43,19:29:43,19:49:43,-4,8.77,Windy,Jam
93767,99800,472,04:23:49,04:26:49,05:00:49,6,6.08,Rainy,Jam
93768,99801,358,10:35:59,10:43:59,11:00:59,20,3.67,Rainy,High
93769,99802,509,19:15:39,19:20:39,20:09:39,19,4.85,Windy,Low
93770,99803,545,17:43:50,17:45:50,18:12:50,10,5.21,Windy,Medium
93771,99804,349,20:44:41,20:44:41,21:10:41,2,6.98,Windy,Low
93772,99805,610,17:48:37,18:05:37,18:36:37,18,1.41,Rainy,Jam
93773,99806,713,11:45:33,11:46:33,12:12:33,-4,3.83,Sunny,Medium
93774,99808,661,21:41:10,21:42:10,22:10:10,-2,6.4,Rainy,Jam
