Financial_ID,Order_ID,Restaurant_ID,Service_Type,Restaurant_Commission_Rate,Restaurant_Commission_Amount,Delivery_Fee_Customer,Platform_Fee_Customer,Packaging_Fee_Customer,Net_Revenue_Swiggy,Restaurant_Payout
112796,112796,1932,Bolt,0.22999999999999998,901.96,78,14.99,15,1009.95,3019.62
112797,112797,3081,Toing,0.12,133.62,18,12.0,0,163.62,979.88
112798,112798,2619,Main App,0.25,581.41,0,14.99,20,616.4,1744.25
112799,112799,3003,Toing,0.12,83.49,11,12.0,0,106.49,612.25
112800,112800,1278,Bolt,0.22999999999999998,236.15,94,14.99,15,260.14,790.59
112801,112801,3369,Bolt,0.22999999999999998,500.56,99,14.99,15,629.55,1675.8
112802,112802,2950,Toing,0.12,130.79,13,12.0,0,155.79,959.13
112803,112803,1613,Main App,0.25,484.41,0,14.99,20,519.4,1453.24
112804,112804,795,Main App,0.12,158.25,63,14.99,20,256.24,1160.47
112805,112805,3244,Main App,0.25,372.71,55,14.99,20,462.7,1118.12
112806,112806,2185,Main App,0.18,371.46,0,14.99,20,206.45,1692.21
112807,112807,3344,Main App,0.12,60.72,53,14.99,20,148.71,445.3
112808,112808,2969,Main App,0.18,70.43,62,14.99,20,167.42,320.84
112809,112809,433,Bolt,0.22999999999999998,600.55,99,14.99,15,629.54,2010.55
112810,112810,2928,Bolt,0.22999999999999998,121.38,84,14.99,15,235.37,406.35
112811,112811,3439,Bolt,0.22999999999999998,305.03,57,14.99,15,392.02,1021.19
112812,112812,3107,Bolt,0.22999999999999998,440.37,65,14.99,15,535.36,1474.29
112813,112813,2630,Toing,0.12,143.42,5,12.0,0,160.42,1051.77
112814,112814,2696,Bolt,0.22999999999999998,360.02,96,14.99,15,486.01,1205.28
112815,112815,1172,Main App,0.25,216.37,31,14.99,20,282.36,649.11
112816,112816,1295,Toing,0.12,91.46,8,12.0,0,111.46,670.69
112817,112817,2485,Main App,0.18,90.61,27,14.99,20,152.6,412.76
112818,112818,3627,Bolt,0.22999999999999998,369.44,94,14.99,15,493.43,1236.83
112819,112819,542,Main App,0.18,144.28,75,14.99,20,254.27,657.29
112820,112820,2554,Bolt,0.22999999999999998,281.41,83,14.99,15,294.4,942.11
112821,112821,1831,Toing,0.12,340.47,2,12.0,0,254.47,2496.81
112822,112822,2693,Main App,0.25,426.82,47,14.99,20,508.81,1280.48
112823,112823,1283,Bolt,0.22999999999999998,141.55,41,14.99,15,112.54,473.9
112824,112824,2155,Main App,0.25,638.65,33,14.99,20,706.64,1915.94
112825,112825,2554,Bolt,0.22999999999999998,198.46,40,14.99,15,268.45,664.43
112826,112826,3244,Main App,0.25,887.77,0,14.99,20,922.76,2663.31
112827,112827,306,Bolt,0.22999999999999998,247.08,57,14.99,15,334.07,827.2
112828,112828,3548,Main App,0.18,418.98,59,14.99,20,512.97,1908.66
112829,112829,1079,Main App,0.12,267.07,0,14.99,20,152.06,1958.48
112830,112830,2373,Main App,0.25,447.09,44,14.99,20,426.08,1341.28
112831,112831,3556,Main App,0.25,551.2,56,14.99,20,642.19,1653.59
112832,112832,650,Main App,0.12,166.04,36,14.99,20,237.03,1217.6
112833,112833,2928,Bolt,0.22999999999999998,528.91,70,14.99,15,628.9,1770.72
112834,112834,2501,Main App,0.18,222.73,0,14.99,20,157.72,1014.67
112835,112835,3363,Main App,0.25,391.74,0,14.99,20,326.73,1175.22
112836,112836,2074,Toing,0.12,121.71,9,12.0,0,102.71,892.5
112837,112837,3097,Main App,0.18,69.94,75,14.99,20,179.93,318.62
112838,112838,1166,Main App,0.25,336.51,0,14.99,20,371.5,1009.53
112839,112839,2591,Toing,0.12,175.12,7,12.0,0,154.12,1284.23
112840,112840,3995,Main App,0.12,229.89,75,14.99,20,339.88,1685.86
112841,112841,1667,Bolt,0.22999999999999998,338.45,82,14.99,15,400.44,1133.06
112842,112842,325,Main App,0.12,170.17,55,14.99,20,260.16,1247.95
112843,112843,3006,Main App,0.18,161.42,70,14.99,20,266.41,735.37
112844,112844,2200,Bolt,0.22999999999999998,297.44,78,14.99,15,405.43,995.78
112845,112845,1246,Bolt,0.22999999999999998,210.36,45,14.99,15,285.35,704.25
112846,112846,284,Main App,0.18,368.45,71,14.99,20,474.44,1678.5
112847,112847,532,Toing,0.12,285.68,11,12.0,0,308.68,2094.97
112848,112848,251,Main App,0.18,578.05,40,14.99,20,653.04,2633.36
112849,112849,2163,Main App,0.18,209.03,21,14.99,20,115.02,952.25
112850,112850,2563,Main App,0.12,149.78,0,14.99,20,184.77,1098.39
112851,112851,3833,Toing,0.12,88.77,7,12.0,0,107.77,650.99
112852,112852,3125,Main App,0.25,205.41,37,14.99,20,154.16,616.21
112853,112853,40,Toing,0.12,168.19,7,12.0,0,187.19,1233.38
112854,112854,718,Main App,0.12,139.78,71,14.99,20,95.77,1025.09
112855,112855,2933,Main App,0.25,84.34,33,14.99,20,101.72,253.04
112856,112856,3650,Bolt,0.22999999999999998,213.7,65,14.99,15,308.69,715.45
112857,112857,492,Toing,0.12,192.41,16,12.0,0,220.41,1410.99
112858,112858,2069,Main App,0.25,468.75,80,14.99,20,583.74,1406.27
112859,112859,1204,Main App,0.25,190.3,39,14.99,20,264.29,570.89
112860,112860,2270,Main App,0.18,716.03,56,14.99,20,807.02,3261.94
112861,112861,922,Bolt,0.22999999999999998,252.3,81,14.99,15,163.29,844.64
112862,112862,2926,Toing,0.12,111.0,8,12.0,0,131.0,813.97
112863,112863,3027,Main App,0.25,143.06,57,14.99,20,63.38,429.18
112864,112864,3332,Bolt,0.22999999999999998,61.62,80,14.99,15,144.82,206.3
112865,112865,3709,Main App,0.18,264.77,28,14.99,20,327.76,1206.18
112866,112866,1617,Main App,0.25,568.31,79,14.99,20,682.3,1704.92
112867,112867,442,Main App,0.18,37.63,53,14.99,20,62.9,171.44
112868,112868,3429,Main App,0.18,495.46,0,14.99,20,530.45,2257.12
112869,112869,2166,Main App,0.12,188.9,27,14.99,20,250.89,1385.25
112870,112870,2802,Bolt,0.22999999999999998,504.9,55,14.99,15,489.89,1690.33
112871,112871,3493,Main App,0.25,299.25,74,14.99,20,408.24,897.76
112872,112872,3600,Main App,0.25,729.7,0,14.99,20,764.69,2189.1
112873,112873,1364,Main App,0.18,956.83,75,14.99,20,1066.82,4358.88
112874,112874,278,Main App,0.18,295.37,43,14.99,20,273.36,1345.59
112875,112875,3125,Main App,0.25,453.14,65,14.99,20,553.13,1359.41
112876,112876,1640,Bolt,0.22999999999999998,254.77,91,14.99,15,325.76,852.93
112877,112877,3641,Main App,0.12,133.22,72,14.99,20,240.21,976.98
112878,112878,105,Bolt,0.22999999999999998,812.01,90,14.99,15,932.0,2718.47
112879,112879,2243,Main App,0.18,225.68,0,14.99,20,260.67,1028.09
112880,112880,3650,Main App,0.18,255.03,70,14.99,20,160.02,1161.81
112881,112881,74,Bolt,0.22999999999999998,105.06,97,14.99,15,132.05,351.74
112882,112882,446,Main App,0.25,61.63,72,14.99,20,94.66,184.9
112883,112883,2239,Bolt,0.22999999999999998,382.63,70,14.99,15,382.62,1280.98
112884,112884,1608,Main App,0.18,801.54,37,14.99,20,873.53,3651.47
112885,112885,1583,Toing,0.12,322.18,13,12.0,0,347.18,2362.69
112886,112886,1352,Toing,0.12,172.43,1,12.0,0,85.43,1264.47
112887,112887,650,Main App,0.12,84.95,53,14.99,20,-27.06,623.0
112888,112888,631,Main App,0.18,136.8,49,14.99,20,220.79,623.19
112889,112889,2241,Main App,0.12,193.25,70,14.99,20,298.24,1417.2
112890,112890,857,Main App,0.12,18.12,42,14.99,20,95.11,132.91
112891,112891,769,Toing,0.12,282.09,2,12.0,0,296.09,2068.63
112892,112892,2219,Main App,0.18,120.75,52,14.99,20,107.74,550.07
112893,112893,1895,Main App,0.25,679.84,0,14.99,20,714.83,2039.53
112894,112894,787,Bolt,0.22999999999999998,254.65,65,14.99,15,149.64,852.52
112895,112895,2394,Bolt,0.22999999999999998,294.08,80,14.99,15,204.07,984.51
112896,112896,3650,Bolt,0.22999999999999998,84.35,55,14.99,15,169.34,282.41
112897,112897,2023,Main App,0.25,439.72,46,14.99,20,520.71,1319.17
112898,112898,3650,Bolt,0.22999999999999998,494.93,53,14.99,15,577.92,1656.94
112899,112899,3934,Main App,0.18,223.46,76,14.99,20,184.45,1017.98
112900,112900,2072,Main App,0.25,1077.41,76,14.99,20,1088.4,3232.24
112901,112901,777,Main App,0.25,74.72,38,14.99,20,147.71,224.18
112902,112902,1991,Toing,0.12,55.3,4,12.0,0,71.3,405.5
112903,112903,1592,Main App,0.18,889.07,36,14.99,20,810.06,4050.2
112904,112904,1449,Main App,0.18,1207.43,78,14.99,20,1170.42,5500.53
112905,112905,3806,Bolt,0.22999999999999998,168.6,73,14.99,15,271.59,564.46
112906,112906,3827,Bolt,0.22999999999999998,195.3,44,14.99,15,269.29,653.81
112907,112907,3079,Main App,0.12,332.69,62,14.99,20,429.68,2439.73
112908,112908,1377,Main App,0.25,334.59,25,14.99,20,294.58,1003.78
112909,112909,1210,Toing,0.12,95.94,18,12.0,0,125.94,703.54
112910,112910,3766,Bolt,0.22999999999999998,562.74,93,14.99,15,685.73,1883.96
112911,112911,681,Main App,0.18,268.22,66,14.99,20,169.21,1221.91
112912,112912,1462,Main App,0.12,390.1,65,14.99,20,490.09,2860.74
112913,112913,3443,Main App,0.18,516.94,38,14.99,20,589.93,2354.96
112914,112914,1614,Toing,0.12,127.98,12,12.0,0,151.98,938.49
112915,112915,3701,Main App,0.18,237.92,52,14.99,20,124.91,1083.84
112916,112916,2692,Bolt,0.22999999999999998,280.73,69,14.99,15,379.72,939.82
112917,112917,2806,Main App,0.25,533.79,22,14.99,20,590.78,1601.38
112918,112918,3591,Main App,0.25,271.8,72,14.99,20,378.79,815.38
112919,112919,931,Toing,0.12,213.9,14,12.0,0,239.9,1568.58
112920,112920,3292,Toing,0.12,240.27,20,12.0,0,272.27,1762.0
112921,112921,1210,Main App,0.12,305.16,78,14.99,20,418.15,2237.84
112922,112922,833,Toing,0.12,416.54,10,12.0,0,398.54,3054.64
112923,112923,1746,Bolt,0.22999999999999998,466.09,57,14.99,15,553.08,1560.37
112924,112924,3687,Main App,0.18,277.8,22,14.99,20,234.79,1265.51
112925,112925,2452,Main App,0.12,332.45,38,14.99,20,405.44,2437.94
112926,112926,2721,Main App,0.18,620.48,22,14.99,20,677.47,2826.65
112927,112927,2262,Bolt,0.22999999999999998,214.5,82,14.99,15,326.49,718.1
112928,112928,1052,Main App,0.18,436.85,38,14.99,20,509.84,1990.07
112929,112929,1167,Bolt,0.22999999999999998,303.08,73,14.99,15,406.07,1014.64
112930,112930,2050,Bolt,0.22999999999999998,274.21,80,14.99,15,284.2,918.02
112931,112931,479,Main App,0.12,102.05,21,14.99,20,158.04,748.39
112932,112932,2725,Toing,0.12,318.23,6,12.0,0,336.23,2333.66
112933,112933,281,Main App,0.18,577.24,50,14.99,20,662.23,2629.64
112934,112934,811,Toing,0.12,129.09,4,12.0,0,-54.91,946.68
112935,112935,3732,Bolt,0.22999999999999998,369.57,69,14.99,15,368.56,1237.25
112936,112936,1699,Bolt,0.22999999999999998,116.65,68,14.99,15,62.49,390.53
112937,112937,2774,Bolt,0.22999999999999998,74.7,89,14.99,15,193.69,250.08
112938,112938,1405,Main App,0.25,268.84,0,14.99,20,303.83,806.51
112939,112939,3956,Main App,0.18,415.19,20,14.99,20,270.18,1891.41
112940,112940,1443,Toing,0.12,410.84,16,12.0,0,438.84,3012.83
112941,112941,2854,Bolt,0.22999999999999998,286.29,89,14.99,15,355.28,958.47
112942,112942,2244,Main App,0.12,114.85,28,14.99,20,177.84,842.2
112943,112943,3105,Main App,0.12,292.71,24,14.99,20,351.7,2146.5
112944,112944,2970,Main App,0.18,359.11,76,14.99,20,470.1,1635.95
112945,112945,1748,Bolt,0.22999999999999998,108.65,45,14.99,15,183.64,363.73
112946,112946,133,Main App,0.18,743.99,80,14.99,20,708.98,3389.3
112947,112947,3648,Toing,0.12,179.89,16,12.0,0,207.89,1319.17
112948,112948,3405,Main App,0.18,1245.1,64,14.99,20,1344.09,5672.1
112949,112949,1881,Main App,0.12,153.43,62,14.99,20,250.42,1125.15
112950,112950,3806,Bolt,0.22999999999999998,407.75,90,14.99,15,527.74,1365.08
112951,112951,985,Bolt,0.22999999999999998,139.68,58,14.99,15,227.67,467.62
112952,112952,3819,Main App,0.18,117.72,23,14.99,20,175.71,536.28
112953,112953,2980,Toing,0.12,80.61,20,12.0,0,112.61,591.16
112954,112954,1476,Bolt,0.22999999999999998,197.05,61,14.99,15,288.04,659.71
112955,112955,1177,Toing,0.12,348.17,3,12.0,0,363.17,2553.23
112956,112956,601,Bolt,0.22999999999999998,518.14,40,14.99,15,488.13,1734.64
112957,112957,208,Bolt,0.22999999999999998,442.15,54,14.99,15,476.14,1480.26
112958,112958,1734,Toing,0.12,301.59,19,12.0,0,332.59,2211.69
112959,112959,3076,Main App,0.25,156.0,46,14.99,20,49.79,467.99
112960,112960,390,Bolt,0.22999999999999998,218.27,57,14.99,15,305.26,730.72
112961,112961,3244,Main App,0.25,354.97,76,14.99,20,465.96,1064.91
112962,112962,3396,Bolt,0.22999999999999998,226.92,73,14.99,15,129.91,759.71
112963,112963,2536,Main App,0.18,295.17,0,14.99,20,230.16,1344.68
112964,112964,1156,Toing,0.12,102.87,4,12.0,0,18.87,754.35
112965,112965,3939,Main App,0.25,136.49,53,14.99,20,224.48,409.45
112966,112966,3127,Main App,0.12,309.99,0,14.99,20,344.98,2273.29
112967,112967,367,Toing,0.12,228.66,10,12.0,0,250.66,1676.84
112968,112968,442,Main App,0.18,763.96,57,14.99,20,855.95,3480.29
112969,112969,2005,Main App,0.12,55.71,78,14.99,20,29.42,408.57
112970,112970,2766,Bolt,0.22999999999999998,45.15,53,14.99,15,128.14,151.16
112971,112971,790,Main App,0.18,508.17,24,14.99,20,567.16,2314.99
112972,112972,3953,Main App,0.12,112.66,31,14.99,20,178.65,826.17
112973,112973,620,Bolt,0.22999999999999998,245.15,90,14.99,15,365.14,820.71
112974,112974,604,Main App,0.12,228.79,41,14.99,20,304.78,1677.78
112975,112975,1198,Main App,0.18,121.75,70,14.99,20,26.74,554.62
112976,112976,2512,Toing,0.12,207.62,16,12.0,0,235.62,1522.51
112977,112977,1591,Main App,0.18,516.41,56,14.99,20,607.4,2352.56
112978,112978,171,Bolt,0.22999999999999998,565.04,46,14.99,15,441.03,1891.64
112979,112979,2302,Bolt,0.22999999999999998,361.8,57,14.99,15,448.79,1211.25
112980,112980,3361,Main App,0.12,309.04,41,14.99,20,385.03,2266.33
112981,112981,1513,Toing,0.12,208.34,17,12.0,0,237.34,1527.84
112982,112982,3966,Bolt,0.22999999999999998,299.76,58,14.99,15,387.75,1003.55
112983,112983,1019,Toing,0.12,168.02,16,12.0,0,96.02,1232.16
112984,112984,1171,Bolt,0.22999999999999998,246.1,51,14.99,15,327.09,823.89
112985,112985,3333,Main App,0.25,640.31,70,14.99,20,745.3,1920.94
112986,112986,623,Main App,0.12,285.2,62,14.99,20,382.19,2091.43
112987,112987,303,Toing,0.12,285.0,5,12.0,0,302.0,2089.99
112988,112988,3925,Toing,0.12,239.91,17,12.0,0,268.91,1759.34
112989,112989,1665,Main App,0.18,624.97,75,14.99,20,734.96,2847.1
112990,112990,2098,Main App,0.18,125.33,58,14.99,20,218.32,570.93
112991,112991,2067,Main App,0.25,1179.15,24,14.99,20,1138.14,3537.47
112992,112992,1682,Main App,0.12,126.19,63,14.99,20,74.18,925.4
112993,112993,987,Main App,0.12,161.31,31,14.99,20,227.3,1182.97
112994,112994,916,Main App,0.12,153.43,60,14.99,20,248.42,1125.17
112995,112995,1646,Bolt,0.22999999999999998,833.27,57,14.99,15,820.26,2789.65
112996,112996,854,Bolt,0.22999999999999998,155.76,94,14.99,15,279.75,521.45
112997,112997,2181,Bolt,0.22999999999999998,182.47,92,14.99,15,304.46,610.87
112998,112998,982,Main App,0.12,32.71,32,14.99,20,99.7,239.85
112999,112999,532,Main App,0.12,150.31,42,14.99,20,227.3,1102.26
113000,113000,1751,Main App,0.18,360.73,0,14.99,20,395.72,1643.3
113001,113001,2799,Bolt,0.22999999999999998,286.93,76,14.99,15,392.92,960.61
113002,113002,2934,Main App,0.18,61.27,20,14.99,20,116.26,279.11
113003,113003,3178,Main App,0.25,585.61,40,14.99,20,560.6,1756.84
113004,113004,94,Toing,0.12,58.06,17,12.0,0,-58.1,425.79
113005,113005,1848,Bolt,0.22999999999999998,707.77,92,14.99,15,829.76,2369.51
113006,113006,1849,Main App,0.18,661.14,0,14.99,20,696.13,3011.85
113007,113007,3768,Main App,0.18,304.75,55,14.99,20,394.74,1388.28
113008,113008,2108,Main App,0.18,211.98,64,14.99,20,310.97,965.68
113009,113009,3503,Main App,0.18,502.64,70,14.99,20,607.63,2289.79
113010,113010,1968,Bolt,0.22999999999999998,343.18,73,14.99,15,446.17,1148.91
113011,113011,3238,Main App,0.18,123.11,66,14.99,20,224.1,560.85
113012,113012,2219,Bolt,0.22999999999999998,227.33,75,14.99,15,332.32,761.05
113013,113013,2382,Bolt,0.22999999999999998,763.39,57,14.99,15,750.38,2555.68
113014,113014,1371,Toing,0.12,36.46,3,12.0,0,-48.54,267.37
113015,113015,53,Bolt,0.22999999999999998,177.51,55,14.99,15,262.5,594.26
113016,113016,1420,Main App,0.12,346.25,60,14.99,20,341.24,2539.17
113017,113017,18,Main App,0.25,714.9,56,14.99,20,705.89,2144.7
113018,113018,966,Main App,0.25,898.92,25,14.99,20,958.91,2696.75
113019,113019,248,Main App,0.18,140.21,0,14.99,20,175.2,638.74
113020,113020,3403,Main App,0.18,36.62,63,14.99,20,104.09,166.84
113021,113021,273,Main App,0.18,581.61,27,14.99,20,643.6,2649.53
113022,113022,642,Main App,0.25,744.83,0,14.99,20,679.82,2234.47
113023,113023,3281,Main App,0.18,259.84,57,14.99,20,351.83,1183.73
113024,113024,2154,Main App,0.18,336.23,52,14.99,20,423.22,1531.69
113025,113025,2010,Main App,0.12,64.12,27,14.99,20,126.11,470.24
113026,113026,2469,Main App,0.18,463.16,0,14.99,20,498.15,2109.93
113027,113027,2435,Main App,0.25,178.82,30,14.99,20,243.81,536.46
113028,113028,3150,Bolt,0.22999999999999998,133.9,89,14.99,15,252.89,448.26
113029,113029,3884,Main App,0.18,330.0,56,14.99,20,420.99,1503.32
113030,113030,3479,Main App,0.18,173.22,0,14.99,20,63.86,789.09
113031,113031,2462,Main App,0.18,579.16,33,14.99,20,647.15,2638.42
113032,113032,3792,Bolt,0.22999999999999998,393.94,93,14.99,15,516.93,1318.84
113033,113033,432,Bolt,0.22999999999999998,76.38,57,14.99,15,163.37,255.72
113034,113034,1248,Bolt,0.22999999999999998,127.53,75,14.99,15,132.52,426.94
113035,113035,2220,Main App,0.18,803.41,51,14.99,20,889.4,3659.97
113036,113036,2868,Main App,0.12,74.6,50,14.99,20,159.59,547.09
113037,113037,1865,Main App,0.25,54.34,20,14.99,20,109.33,163.01
113038,113038,1343,Main App,0.12,150.41,43,14.99,20,78.4,1103.04
113039,113039,855,Main App,0.18,632.21,78,14.99,20,595.2,2880.06
113040,113040,2149,Toing,0.12,42.12,6,12.0,0,60.12,308.91
113041,113041,1100,Toing,0.12,231.61,5,12.0,0,248.61,1698.48
113042,113042,692,Bolt,0.22999999999999998,477.34,69,14.99,15,576.33,1598.05
113043,113043,3537,Main App,0.12,142.23,0,14.99,20,177.22,1042.99
113044,113044,3591,Main App,0.25,338.84,50,14.99,20,423.83,1016.52
113045,113045,1530,Toing,0.12,73.64,9,12.0,0,54.64,540.02
113046,113046,3094,Main App,0.18,620.07,61,14.99,20,716.06,2824.79
113047,113047,532,Main App,0.12,74.97,62,14.99,20,-15.47,549.8
113048,113048,343,Bolt,0.22999999999999998,718.76,86,14.99,15,834.75,2406.29
113049,113049,2244,Main App,0.12,51.15,79,14.99,20,165.14,375.13
113050,113050,3431,Main App,0.18,306.27,50,14.99,20,391.26,1395.21
113051,113051,639,Main App,0.18,357.73,43,14.99,20,435.72,1629.65
113052,113052,1062,Bolt,0.22999999999999998,336.29,88,14.99,15,454.28,1125.83
113053,113053,1210,Main App,0.12,280.12,77,14.99,20,392.11,2054.24
113054,113054,3822,Main App,0.25,717.3,33,14.99,20,785.29,2151.91
113055,113055,2686,Main App,0.18,566.24,49,14.99,20,650.23,2579.55
113056,113056,1055,Main App,0.18,322.49,37,14.99,20,244.48,1469.1
113057,113057,2305,Bolt,0.22999999999999998,81.72,61,14.99,15,137.18,273.6
113058,113058,2355,Main App,0.18,313.01,75,14.99,20,323.0,1425.91
113059,113059,2244,Main App,0.12,160.59,67,14.99,20,262.58,1177.66
113060,113060,271,Bolt,0.22999999999999998,279.88,71,14.99,15,380.87,937.01
113061,113061,796,Bolt,0.22999999999999998,237.44,46,14.99,15,113.43,794.9
113062,113062,3327,Main App,0.18,280.34,72,14.99,20,237.33,1277.12
113063,113063,3174,Bolt,0.22999999999999998,258.2,87,14.99,15,375.19,864.4
113064,113064,777,Main App,0.25,519.59,24,14.99,20,578.58,1558.78
113065,113065,727,Main App,0.18,511.54,50,14.99,20,596.53,2330.35
113066,113066,2809,Main App,0.25,350.22,23,14.99,20,408.21,1050.66
113067,113067,106,Main App,0.18,503.22,0,14.99,20,538.21,2292.43
113068,113068,1,Main App,0.25,35.26,0,14.99,20,-0.26,105.76
113069,113069,3201,Main App,0.12,305.18,44,14.99,20,234.17,2237.95
113070,113070,1465,Main App,0.18,367.19,44,14.99,20,246.18,1672.73
113071,113071,1069,Main App,0.25,389.38,75,14.99,20,299.37,1168.16
113072,113072,3650,Main App,0.18,267.13,33,14.99,20,335.12,1216.9
113073,113073,2079,Main App,0.12,35.13,0,14.99,20,70.12,257.63
113074,113074,3933,Main App,0.18,707.07,37,14.99,20,779.06,3221.1
113075,113075,1833,Main App,0.18,72.36,64,14.99,20,171.35,329.64
113076,113076,1055,Main App,0.18,901.03,60,14.99,20,996.02,4104.72
113077,113077,2530,Bolt,0.22999999999999998,327.75,47,14.99,15,404.74,1097.25
113078,113078,2213,Main App,0.12,138.34,0,14.99,20,173.33,1014.48
113079,113079,2442,Main App,0.18,831.54,79,14.99,20,945.53,3788.13
113080,113080,3199,Bolt,0.22999999999999998,183.28,45,14.99,15,258.27,613.58
113081,113081,893,Main App,0.25,273.12,0,14.99,20,308.11,819.36
113082,113082,1007,Main App,0.18,707.8,42,14.99,20,684.79,3224.42
113083,113083,706,Main App,0.25,801.24,66,14.99,20,902.23,2403.71
113084,113084,2169,Main App,0.18,137.45,0,14.99,20,57.9,626.18
113085,113085,3974,Main App,0.18,253.31,23,14.99,20,311.3,1153.96
113086,113086,396,Main App,0.18,181.57,44,14.99,20,260.56,827.14
113087,113087,3997,Bolt,0.22999999999999998,87.23,42,14.99,15,159.22,292.04
113088,113088,876,Bolt,0.22999999999999998,63.08,61,14.99,15,54.07,211.19
113089,113089,2321,Bolt,0.22999999999999998,146.62,85,14.99,15,261.61,490.85
113090,113090,891,Main App,0.25,120.91,51,14.99,20,206.9,362.73
113091,113091,624,Toing,0.12,67.84,17,12.0,0,56.84,497.48
113092,113092,3194,Main App,0.18,496.68,0,14.99,20,531.67,2262.64
113093,113093,2990,Main App,0.18,1032.15,76,14.99,20,1043.14,4701.99
113094,113094,1453,Bolt,0.22999999999999998,64.01,45,14.99,15,139.0,214.3
113095,113095,3861,Main App,0.18,143.33,40,14.99,20,218.32,652.93
113096,113096,3650,Bolt,0.22999999999999998,82.78,52,14.99,15,164.77,277.14
113097,113097,83,Bolt,0.22999999999999998,84.6,65,14.99,15,179.59,283.23
113098,113098,3279,Main App,0.25,239.79,53,14.99,20,327.78,719.39
113099,113099,1756,Main App,0.18,190.16,46,14.99,20,271.15,866.27
113100,113100,2582,Main App,0.18,256.9,29,14.99,20,170.89,1170.34
113101,113101,802,Bolt,0.22999999999999998,272.99,79,14.99,15,181.98,913.91
113102,113102,3302,Main App,0.25,638.82,65,14.99,20,588.81,1916.47
113103,113103,90,Bolt,0.22999999999999998,323.41,90,14.99,15,243.4,1082.73
113104,113104,3980,Toing,0.12,174.67,0,12.0,0,186.67,1280.91
113105,113105,1902,Bolt,0.22999999999999998,58.69,93,14.99,15,181.68,196.5
113106,113106,2785,Bolt,0.22999999999999998,292.41,65,14.99,15,387.4,978.95
113107,113107,2039,Toing,0.12,128.47,18,12.0,0,-41.53,942.14
113108,113108,3770,Main App,0.18,568.52,31,14.99,20,634.51,2589.92
113109,113109,3360,Bolt,0.22999999999999998,465.13,78,14.99,15,573.12,1557.17
113110,113110,2248,Toing,0.12,382.28,11,12.0,0,405.28,2803.36
113111,113111,1278,Bolt,0.22999999999999998,399.67,79,14.99,15,508.66,1338.02
113112,113112,2827,Toing,0.12,41.49,13,12.0,0,66.49,304.25
113113,113113,3055,Main App,0.18,122.58,28,14.99,20,85.57,558.44
113114,113114,708,Toing,0.12,108.65,13,12.0,0,93.65,796.77
113115,113115,3077,Main App,0.18,468.15,0,14.99,20,503.14,2132.66
113116,113116,2914,Bolt,0.22999999999999998,449.9,66,14.99,15,545.89,1506.18
113117,113117,3201,Toing,0.12,169.52,4,12.0,0,185.52,1243.13
113118,113118,3379,Bolt,0.22999999999999998,229.81,64,14.99,15,323.8,769.35
113119,113119,293,Main App,0.18,385.64,69,14.99,20,339.63,1756.83
113120,113120,3927,Bolt,0.22999999999999998,192.06,52,14.99,15,274.05,642.98
113121,113121,341,Main App,0.18,537.41,55,14.99,20,477.4,2448.19
113122,113122,292,Main App,0.25,261.21,0,14.99,20,296.2,783.62
113123,113123,2705,Main App,0.25,613.63,77,14.99,20,625.62,1840.9
113124,113124,183,Main App,0.12,96.64,55,14.99,20,186.63,708.72
113125,113125,3039,Main App,0.12,549.87,0,14.99,20,484.86,4032.37
113126,113126,2416,Main App,0.18,162.4,0,14.99,20,197.39,739.84
113127,113127,2252,Main App,0.18,216.77,27,14.99,20,278.76,987.5
113128,113128,1487,Main App,0.18,281.91,35,14.99,20,201.9,1284.26
113129,113129,1968,Main App,0.18,302.59,60,14.99,20,397.58,1378.49
113130,113130,1699,Bolt,0.22999999999999998,221.64,64,14.99,15,315.63,742.01
113131,113131,2924,Bolt,0.22999999999999998,177.97,48,14.99,15,55.96,595.83
113132,113132,3178,Main App,0.25,221.21,44,14.99,20,300.2,663.61
113133,113133,663,Toing,0.12,222.13,3,12.0,0,237.13,1628.99
113134,113134,1280,Main App,0.12,242.01,31,14.99,20,308.0,1774.75
113135,113135,571,Main App,0.25,878.84,62,14.99,20,775.83,2636.52
113136,113136,3925,Toing,0.12,316.05,19,12.0,0,347.05,2317.71
113137,113137,1033,Toing,0.12,126.78,11,12.0,0,149.78,929.72
113138,113138,2093,Main App,0.25,277.26,32,14.99,20,344.25,831.77
113139,113139,2331,Bolt,0.22999999999999998,937.9,89,14.99,15,1056.89,3139.94
113140,113140,256,Toing,0.12,112.84,12,12.0,0,96.84,827.5
113141,113141,528,Bolt,0.22999999999999998,206.04,69,14.99,15,255.03,689.79
113142,113142,736,Main App,0.18,700.15,78,14.99,20,813.14,3189.59
113143,113143,2657,Main App,0.18,337.87,33,14.99,20,305.86,1539.17
113144,113144,980,Main App,0.18,651.9,73,14.99,20,759.89,2969.77
113145,113145,3823,Main App,0.25,284.44,76,14.99,20,395.43,853.34
113146,113146,2150,Toing,0.12,150.6,12,12.0,0,174.6,1104.44
113147,113147,2698,Bolt,0.22999999999999998,203.58,81,14.99,15,314.57,681.57
113148,113148,187,Main App,0.18,451.15,0,14.99,20,336.14,2055.24
113149,113149,1793,Main App,0.25,760.44,48,14.99,20,843.43,2281.33
113150,113150,3725,Main App,0.18,100.91,30,14.99,20,165.9,459.69
